time,y
2987,0.0162554
2988,0.0162571
2989,0.0162578
2990,0.0162596
2991,0.0162614
2992,0.0162624
2993,0.0162642
2994,0.0162662
2995,0.0162672
2996,0.0162692
2997,0.0162703
2998,0.0162723
2999,0.0162735
3000,0.0162757
3001,0.0162779
3002,0.0162792
3003,0.038974
3004,0.038502
3005,0.0369895
3006,0.0215635
3007,0.0208661
3008,0.0464295
3009,0.049384
3010,0.0404911
3011,0.0198777
3012,0.0379979
3013,0.0453801
3014,0.0464339
3015,0.0343826
3016,0.0352496
3017,0.0418826
3018,0.0444806
3019,0.0428419
3020,0.0481309
3021,0.0440058
3022,0.0468456
3023,0.0523142
3024,0.0524238
3025,0.0464816
3026,0.0429676
3027,0.0513891
3028,0.0554437
3029,0.0554697
3030,0.04846
3031,0.0486603
3032,0.0507458
3033,0.0560832
3034,0.0580449
3035,0.0540174
3036,0.051849
3037,0.0519121
3038,0.057045
3039,0.0588077
3040,0.0579701
3041,0.0565013
3042,0.0557241
3043,0.0560673
3044,0.0591717
3045,0.060089
3046,0.0590299
3047,0.0585823
3048,0.060214
3049,0.0613603
3050,0.0612998
3051,0.0609335
3052,0.0610032
3053,0.0627608
3054,0.0636907
3055,0.0631942
3056,0.0628096
3057,0.0639916
3058,0.0653707
3059,0.0658401
3060,0.0651265
3061,0.0648067
3062,0.0653842
3063,0.0676847
3064,0.0681764
3065,0.0677894
3066,0.0673319
3067,0.0673476
3068,0.0682493
3069,0.0701022
3070,0.0707265
3071,0.0697025
3072,0.0696569
3073,0.0700003
3074,0.0712629
3075,0.0721865
3076,0.0724645
3077,0.0717575
3078,0.0714893
3079,0.0724153
3080,0.0741878
3081,0.0749831
3082,0.0739569
3083,0.0737513
3084,0.0739716
3085,0.0759434
3086,0.076863
3087,0.0766299
3088,0.0756085
3089,0.0760554
3090,0.0767855
3091,0.0780886
3092,0.0782168
3093,0.0779909
3094,0.0784308
3095,0.0788547
3096,0.0795132
3097,0.0797259
3098,0.0798243
3099,0.079907
3100,0.0805156
3101,0.0813238
3102,0.0814928
3103,0.0818976
3104,0.0820648
3105,0.0826547
3106,0.0831581
3107,0.0833651
3108,0.0837974
3109,0.0839608
3110,0.084173
3111,0.0843545
3112,0.0846501
3113,0.0847942
3114,0.0851894
3115,0.0853943
3116,0.0857546
3117,0.0857125
3118,0.0859612
3119,0.0861216
3120,0.0865306
3121,0.0869118
3122,0.0868145
3123,0.0870358
3124,0.0872038
3125,0.0875301
3126,0.0876352
3127,0.0876834
3128,0.0877089
3129,0.0880851
3130,0.0882958
3131,0.0883202
3132,0.0884644
3133,0.0885552
3134,0.0888259
3135,0.0889118
3136,0.0890731
3137,0.0887507
3138,0.0888607
3139,0.088982
3140,0.0894437
3141,0.0895534
3142,0.0894756
3143,0.0887956
3144,0.0886032
3145,0.0899647
3146,0.0904125
3147,0.089072
3148,0.08398
3149,0.0822154
3150,0.0894536
3151,0.0915464
3152,0.0875893
3153,0.0834236
3154,0.0796507
3155,0.0843482
3156,0.0872758
3157,0.0837842
3158,0.077146
3159,0.0767224
3160,0.0789455
3161,0.0829967
3162,0.0836638
3163,0.0760258
3164,0.071203
3165,0.0706396
3166,0.0796038
3167,0.0828931
3168,0.0809913
3169,0.0694739
3170,0.0647385
3171,0.0644407
3172,0.0750478
3173,0.0792826
3174,0.0694985
3175,0.0596366
3176,0.0567935
3177,0.0681445
3178,0.0751237
3179,0.0657201
3180,0.0598301
3181,0.0556686
3182,0.0556378
3183,0.0607551
3184,0.0626746
3185,0.0546682
3186,0.051289
3187,0.0520514
3188,0.0547369
3189,0.050167
3190,0.0461622
3191,0.0447283
3192,0.04377
3193,0.0411676
3194,0.0393273
3195,0.0355096
3196,0.0337509
3197,0.0328574
3198,0.0300159
3199,0.0266555
3200,0.0233959
3201,0.0218135
3202,0.0180007
3203,0.015841
3204,0.011739
3205,0.00953725
3206,0.00753877
3207,0.00259545
3208,0.000138521
3209,-0.00419664
3210,-0.0064632
3211,-0.010815
3212,-0.0145194
3213,-0.0163172
3214,-0.0200227
3215,-0.0218678
3216,-0.0237466
3217,-0.0276836
3218,-0.0292396
3219,-0.0316803
3220,-0.0328662
3221,-0.035179
3222,-0.0374427
3223,-0.0385598
3224,-0.0407954
3225,-0.0419182
3226,-0.0441741
3227,-0.045311
3228,-0.0475795
3229,-0.0498526
3230,-0.050981
3231,-0.053636
3232,-0.0553483
3233,-0.0585174
3234,-0.0602275
3235,-0.0619549
3236,-0.0667351
3237,-0.0692098
3238,-0.0749293
3239,-0.0779104
3240,-0.0807183
3241,-0.089093
3242,-0.0953695
3243,-0.0978963
3244,-0.107285
3245,-0.113338
3246,-0.122473
3247,-0.126207
3248,-0.134415
3249,-0.138383
3250,-0.143635
3251,-0.146163
3252,-0.150961
3253,-0.153268
3254,-0.15685
3255,-0.158531
3256,-0.161979
3257,-0.165273
