time,theta_dot
328,-0.0131448
329,-0.0132684
330,-0.0133911
331,-0.0136381
332,-0.0137649
333,-0.0138902
334,-0.0141381
335,-0.0142643
336,-0.0145095
337,-0.0147559
338,-0.0148804
339,-0.0151237
340,-0.0152481
341,-0.0154933
342,-0.0157413
343,-0.0158667
344,-0.0161093
345,-0.0162327
346,-0.016354
347,-0.0164741
348,-0.0167144
349,-0.0169581
350,-0.0170816
351,-0.0173226
352,-0.0174457
353,-0.0175638
354,-0.0177971
355,-0.0179166
356,-0.0181505
357,-0.0183886
358,-0.0185088
359,-0.0187408
360,-0.0188593
361,-0.0190849
362,-0.0193108
363,-0.0194243
364,-0.0195351
365,-0.019758
366,-0.0198716
367,-0.0200851
368,-0.0202973
369,-0.0204037
370,-0.020632
371,-0.0207489
372,-0.0209534
373,-0.0210553
374,-0.0212629
375,-0.0214766
376,-0.0215838
377,-0.0217876
378,-0.0218916
379,-0.0220914
380,-0.0221936
381,-0.022389
382,-0.0224887
383,-0.022679
384,-0.0228647
385,-0.0230513
386,-0.0231482
387,-0.0233374
388,-0.0234334
389,-0.0235977
390,-0.0237635
391,-0.0238489
392,-0.024025
393,-0.0241156
394,-0.0242701
395,-0.0243475
396,-0.024504
397,-0.0245854
398,-0.0248086
399,-0.024884
400,-0.0250134
401,-0.0250802
402,-0.0252148
403,-0.0252843
404,-0.0253456
405,-0.025463
406,-0.0255232
407,-0.0255809
408,-0.0257002
409,-0.0257605
410,-0.025863
411,-0.0259646
412,-0.0260152
413,-0.0261201
414,-0.0261745
415,-0.0262185
416,-0.0263014
417,-0.026344
418,-0.0264282
419,-0.0265096
420,-0.0265476
421,-0.0265816
422,-0.0266564
423,-0.0266947
424,-0.0267483
425,-0.0267778
426,-0.0268389
427,-0.0268961
428,-0.0269209
429,-0.0269645
430,-0.0269891
431,-0.0270345
432,-0.0270593
433,-0.0270766
434,-0.0271129
435,-0.027141
436,-0.0271516
437,-0.0271658
438,-0.0272046
439,-0.0272237
440,-0.0272218
441,-0.0272226
442,-0.0272396
443,-0.0272514
444,-0.0272516
445,-0.0272482
446,-0.027249
447,-0.0272454
448,-0.0272327
449,-0.0271588
450,-0.0271216
451,-0.0270187
452,-0.0269249
453,-0.0269044
454,-0.0268528
455,-0.026754
456,-0.0266691
457,-0.0265839
458,-0.0265467
459,-0.0264803
460,-0.0264484
461,-0.0263398
462,-0.0262849
463,-0.026194
464,-0.0261545
465,-0.0260538
466,-0.0259441
467,-0.0258871
468,-0.0258304
469,-0.0257293
470,-0.0256796
471,-0.0256106
472,-0.0254753
473,-0.025346
474,-0.0252823
475,-0.0251629
476,-0.0251047
477,-0.0249561
478,-0.0248818
479,-0.024737
480,-0.0246688
481,-0.0245181
482,-0.0244437
483,-0.0243622
484,-0.0242038
485,-0.0241269
486,-0.0239592
487,-0.0237869
488,-0.0236991
489,-0.0235347
490,-0.0234555
491,-0.0232708
492,-0.0231786
493,-0.0229908
494,-0.0229005
495,-0.0227116
496,-0.0226191
497,-0.0224199
498,-0.0223224
499,-0.0222212
500,-0.0220238
501,-0.021927
502,-0.0217131
503,-0.0216076
504,-0.0213974
505,-0.0212959
506,-0.0210788
507,-0.0208589
508,-0.020748
509,-0.0205273
510,-0.0204206
511,-0.0201863
512,-0.0200721
513,-0.019839
514,-0.0196041
515,-0.0193664
516,-0.0192496
517,-0.0190143
518,-0.0188993
519,-0.0186474
520,-0.0185227
521,-0.0182727
522,-0.018026
523,-0.0179022
524,-0.017647
525,-0.0175224
526,-0.0172602
527,-0.0171332
528,-0.0168729
529,-0.0166129
530,-0.0163489
