time,theta_dot
531,-0.0162175
532,-0.0159545
533,-0.0158265
534,-0.0156866
535,-0.0154115
536,-0.0152771
537,-0.015006
538,-0.0148734
539,-0.0147355
540,-0.0144601
541,-0.014325
542,-0.014042
543,-0.013905
544,-0.0136289
545,-0.0133499
546,-0.0132086
547,-0.0129295
548,-0.0127936
549,-0.0125098
550,-0.0123699
551,-0.0122257
552,-0.011942
553,-0.0118034
554,-0.0115149
555,-0.0113731
556,-0.0110872
557,-0.0108052
558,-0.0105213
559,-0.0103806
560,-0.00996277
561,-0.00982868
562,-0.00952801
563,-0.00924213
564,-0.0091045
565,-0.00896757
566,-0.00869082
567,-0.00855436
568,-0.00825591
569,-0.00797189
570,-0.00783535
571,-0.00756501
572,-0.00743296
573,-0.00714136
574,-0.00699732
575,-0.006716
576,-0.00644392
577,-0.00630841
578,-0.00602903
579,-0.00589252
580,-0.00561274
581,-0.00547832
582,-0.00520372
583,-0.00506956
584,-0.00479393
585,-0.00465954
586,-0.00438695
587,-0.00411923
588,-0.00398763
589,-0.00385234
590,-0.00358309
591,-0.00331856
592,-0.00318764
593,-0.00305263
594,-0.00278702
595,-0.00252803
596,-0.00240013
597,-0.00226736
598,-0.00200475
599,-0.00174671
600,-0.00149093
601,-0.0013667
602,-0.00111539
603,-0.000993803
604,-0.000737534
605,-0.000623555
606,-0.000455934
607,-0.000395074
608,-0.000305467
609,-0.000272962
610,-0.00022496
611,-0.000207644
612,-0.00018228
613,-0.000165706
614,-0.000159697
615,-0.000154857
616,-0.000148114
617,-0.000145776
618,-0.000143695
619,-0.000140834
620,-0.000139934
621,-0.000138836
622,-0.000138608
623,-0.000138158
624,-0.000138047
625,-0.000138059
626,-0.000138329
627,-0.000138573
628,-0.000138753
629,-0.000138925
630,-0.000139257
631,-0.000139525
632,-0.000139966
633,-0.000140253
634,-0.000140391
635,-0.000140611
636,-0.000141142
637,-0.000141431
638,-0.000141717
639,-0.000142085
640,-0.000142285
641,-0.000143064
642,-0.000143592
643,-0.000143755
644,-0.000143781
645,-0.000144266
646,-0.000144581
647,-0.000144697
648,-0.000145185
649,-0.000145469
650,-0.000145796
651,-0.000146058
652,-0.000146252
653,-0.000146841
654,-0.000147157
655,-0.000147258
656,-0.00014777
657,-0.000148114
658,-0.000148495
659,-0.000148723
660,-0.000148978
661,-0.000149195
662,-0.000149637
663,-0.000149925
664,-0.00015024
665,-0.000150458
666,-0.000150777
667,-0.000150999
668,-0.000151287
669,-0.000151499
670,-0.000151571
671,-0.00015173
672,-0.000152327
673,-0.000152492
674,-0.000152474
675,-0.000152714
676,-0.000152945
677,-0.000153104
678,-0.000153464
679,-0.000153641
680,-0.000153682
681,-0.000153788
682,-0.000154166
683,-0.000154516
684,-0.000154642
685,-0.000154841
686,-0.000155019
687,-0.000155311
688,-0.000155514
689,-0.000155712
690,-0.000155873
691,-0.000156139
692,-0.00015635
693,-0.000156568
694,-0.000156689
695,-0.000156845
696,-0.000157008
697,-0.000157101
698,-0.000157718
699,-0.000158056
700,-0.000158135
701,-0.000158208
702,-0.000158447
703,-0.000158661
704,-0.00015899
705,-0.000159192
706,-0.000159351
707,-0.000159496
708,-0.000159801
709,-0.000160019
710,-0.000160267
711,-0.000160508
712,-0.000160618
713,-0.00016098
714,-0.000161219
715,-0.000161418
716,-0.000161562
717,-0.000161618
718,-0.000161985
719,-0.000162197
720,-0.000162362
721,-0.000162498
722,-0.000162581
723,-0.000163002
724,-0.000163225
725,-0.00016333
726,-0.000163521
727,-0.000163639
728,-0.000164101
729,-0.000164369
730,-0.000164453
731,-0.000164537
732,-0.000164736
733,-0.000164948
734,-0.000165097
735,-0.000165451
736,-0.000165626
737,-0.000165653
738,-0.000165766
739,-0.000166146
740,-0.000166388
741,-0.000166535
742,-0.000166646
743,-0.000166791
744,-0.000166967
745,-0.000167282
746,-0.000167475
747,-0.000167558
748,-0.000167682
749,-0.00016796
750,-0.000168153
751,-0.000168227
752,-0.000168461
753,-0.000168606
754,-0.000168764
755,-0.0001689
756,-0.000169142
757,-0.000169316
758,-0.000169501
759,-0.000169692
760,-0.000169781
761,-0.000169877
762,-0.000170073
763,-0.000170403
764,-0.000170451
765,-0.000170429
766,-0.000170508
767,-0.000171038
768,-0.00017129
769,-0.000171206
770,-0.000171208
771,-0.000171465
772,-0.000171789
773,-0.000171916
774,-0.000172031
775,-0.000172141
776,-0.000172193
777,-0.000172468
778,-0.000172622
779,-0.000172669
780,-0.000172745
781,-0.000172917
782,-0.000173053
783,-0.000173146
784,-0.000173228
785,-0.000173257
786,-0.00017333
787,-0.000173425
788,-0.000173525
789,-0.000173579
790,-0.000173656
791,-0.000173657
792,-0.000173814
793,-0.000173919
794,-0.000173938
795,-0.000173997
796,-0.000174012
797,-0.000174236
798,-0.000174364
799,-0.000174347
800,-0.0001744
801,-0.000174383
802,-0.000174669
803,-0.000174893
804,-0.000174968
805,-0.000175015
806,-0.000175004
807,-0.000175059
808,-0.000175129
809,-0.000175278
810,-0.00017537
811,-0.00017545
812,-0.000175573
813,-0.000175652
814,-0.000175758
815,-0.000176723
816,-0.000177464
817,-0.000177304
818,-0.000177205
819,-0.000176859
820,-0.000176765
821,-0.000176625
822,-0.000176632
823,-0.000176758
824,-0.000176851
825,-0.000176953
826,-0.000177123
827,-0.000177217
828,-0.000177371
829,-0.000177527
830,-0.000177612
831,-0.000177741
832,-0.000177818
833,-0.00017796
834,-0.000178118
835,-0.000178204
836,-0.000178334
837,-0.00017848
838,-0.000178562
839,-0.000178627
840,-0.000178685
841,-0.000178814
842,-0.000178893
843,-0.000179023
844,-0.000179161
845,-0.000179233
846,-0.000179374
847,-0.00017945
848,-0.000179514
849,-0.000179623
850,-0.000179755
851,-0.000179828
852,-0.000179928
853,-0.000179989
854,-0.000180094
855,-0.000180157
856,-0.000180265
857,-0.000180327
858,-0.000180431
859,-0.000180493
860,-0.000180593
861,-0.000180652
862,-0.000180748
863,-0.000180806
864,-0.000180858
865,-0.000180943
866,-0.000181
867,-0.000181094
868,-0.00018115
869,-0.000181199
870,-0.000181276
871,-0.000181329
872,-0.000181404
873,-0.000181461
874,-0.000181551
875,-0.000181602
876,-0.000181666
877,-0.000181717
878,-0.000181765
879,-0.000181835
880,-0.000181883
881,-0.000181927
882,-0.000181989
883,-0.000182036
884,-0.000182107
885,-0.000182151
886,-0.000182215
887,-0.000182257
888,-0.000182318
889,-0.000182358
890,-0.000182418
891,-0.000182458
892,-0.000182504
893,-0.00018257
894,-0.000182608
895,-0.000182652
896,-0.000182709
897,-0.00018275
898,-0.000182785
899,-0.000182828
900,-0.000182866
901,-0.000182919
902,-0.000182954
903,-0.000183001
904,-0.000183063
905,-0.000183104
906,-0.000183132
907,-0.000183158
908,-0.000183183
909,-0.000183214
910,-0.000183248
911,-0.000183279
912,-0.000183316
913,-0.00018335
914,-0.000183394
915,-0.000183425
916,-0.000183451
917,-0.000183476
918,-0.000183505
919,-0.000183531
920,-0.000183558
921,-0.000183613
922,-0.000183649
923,-0.000183664
924,-0.000183683
925,-0.000183706
926,-0.000183729
927,-0.000183756
928,-0.000183801
929,-0.000183833
930,-0.000183841
931,-0.000183858
932,-0.000183873
933,-0.000183883
934,-0.000183908
935,-0.000183927
936,-0.000183964
937,-0.000183989
938,-0.000184009
939,-0.000184027
940,-0.00018404
941,-0.000184057
942,-0.000184069
943,-0.000184085
944,-0.000184083
945,-0.000184104
946,-0.000184126
947,-0.000184144
948,-0.000184153
949,-0.000184167
950,-0.000184295
951,-0.000184467
952,-0.000184362
953,-0.000184292
954,-0.000183905
955,-0.000183911
956,-0.000184028
957,-0.000184119
958,-0.000184187
959,-0.000184222
960,-0.000184256
961,-0.000184266
962,-0.000184284
963,-0.000184284
964,-0.000184291
965,-0.00018428
966,-0.000184284
967,-0.00018427
968,-0.000184273
969,-0.000184246
970,-0.00018425
971,-0.000184223
972,-0.000184231
973,-0.000184237
974,-0.000184208
975,-0.000184211
976,-0.00018421
977,-0.000184173
978,-0.000184173
979,-0.000184151
980,-0.000184149
981,-0.00018412
982,-0.000184115
983,-0.000184084
984,-0.000184079
985,-0.000184046
986,-0.000184041
987,-0.000184033
988,-0.000183986
989,-0.000183982
990,-0.000183977
991,-0.000183933
992,-0.000183929
993,-0.000183899
994,-0.000183884
995,-0.000183888
996,-0.000183828
997,-0.000183812
998,-0.000183797
999,-0.000183739
1000,-0.000183731
1001,-0.000183697
1002,-0.000183689
1003,-0.000183648
1004,-0.000183624
1005,-0.000183601
1006,-0.000183594
1007,-0.000183563
1008,-0.000183477
1009,-0.00018346
1010,-0.000183418
1011,-0.000183395
1012,-0.000183395
1013,-0.000183328
1014,-0.000183287
1015,-0.000183282
1016,-0.000183255
1017,-0.000183172
1018,-0.000183154
1019,-0.000183091
1020,-0.000183082
1021,-0.000183042
1022,-0.000183028
1023,-0.000183011
1024,-0.000182937
1025,-0.000182903
1026,-0.000182899
1027,-0.00018287
1028,-0.000182777
1029,-0.000182754
1030,-0.000182696
1031,-0.000182676
1032,-0.000182615
1033,-0.000182593
1034,-0.000182513
1035,-0.000182496
1036,-0.000182425
1037,-0.000182372
1038,-0.000182351
1039,-0.000182295
1040,-0.000182274
1041,-0.000182249
1042,-0.000182158
1043,-0.000182133
1044,-0.000182064
1045,-0.000182039
1046,-0.000181965
1047,-0.000181938
1048,-0.000181851
1049,-0.000181804
1050,-0.000181793
1051,-0.000181697
1052,-0.000181662
1053,-0.000181576
1054,-0.000181544
1055,-0.000181514
1056,-0.000181418
1057,-0.000181391
1058,-0.000181317
1059,-0.000181235
1060,-0.000181203
1061,-0.000181129
1062,-0.0001811
1063,-0.000181015
1064,-0.000180948
1065,-0.000180883
1066,-0.000180855
1067,-0.000180732
1068,-0.000180624
1069,-0.000180584
1070,-0.000180555
1071,-0.000180458
1072,-0.000180429
1073,-0.000180346
1074,-0.000180254
1075,-0.000180217
1076,-0.000180131
1077,-0.000180038
1078,-0.000179999
1079,-0.000179965
1080,-0.000179856
1081,-0.000179821
1082,-0.000179727
1083,-0.000179689
1084,-0.000179589
1085,-0.000179548
1086,-0.000179446
1087,-0.000179404
1088,-0.000179364
1089,-0.000179242
1090,-0.000179166
1091,-0.000179091
1092,-0.000179057
1093,-0.000178917
1094,-0.000178863
1095,-0.000178814
1096,-0.000178685
1097,-0.000178644
1098,-0.000178545
1099,-0.000178504
1100,-0.000178397
1101,-0.000178285
1102,-0.000178239
1103,-0.000178199
1104,-0.000178075
1105,-0.000177991
1106,-0.000177905
1107,-0.000177866
1108,-0.000177715
1109,-0.000177655
1110,-0.000177601
1111,-0.000177462
1112,-0.00017735
1113,-0.000177304
1114,-0.0001772
1115,-0.000177156
1116,-0.000177109
1117,-0.000176969
1118,0.0145186
1119,0.0212754
1120,0.0162262
1121,0.00648575
1122,0.000871071
1123,-0.00132449
1124,-0.00176545
1125,-0.00171665
1126,-0.00137236
1127,-0.00123368
1128,-0.00107404
1129,-0.0010194
1130,-0.000955439
1131,-0.000929737
1132,-0.000884583
1133,-0.000840765
1134,-0.000820049
1135,-0.000797595
1136,-0.000745336
1137,-0.000720619
1138,-0.000669718
1139,-0.000644137
1140,-0.000590996
1141,-0.000537081
1142,-0.00051093
1143,-0.000454106
1144,-0.000425609
1145,-0.000367427
1146,-0.000338278
1147,-0.00028514
1148,-0.000265133
1149,-0.000235543
1150,-0.000224727
1151,-0.000208662
1152,-0.000202786
1153,-0.000194008
1154,-0.000190788
1155,-0.000185924
1156,-0.000184132
1157,-0.000182652
1158,-0.000180341
1159,-0.000178765
1160,-0.000178175
1161,-0.000177159
1162,-0.000176427
1163,-0.000175876
1164,-0.000175425
1165,-0.000175043
1166,-0.000174712
1167,-0.000174574
1168,-0.00017442
1169,-0.000174104
1170,-0.000173987
1171,-0.000173758
1172,-0.000173659
1173,-0.000173429
1174,-0.000173342
1175,-0.000173132
1176,-0.000173051
1177,-0.000172848
1178,-0.00017277
1179,-0.000172589
1180,-0.000172507
1181,-0.000172426
1182,-0.000172318
1183,-0.000172215
1184,-0.000172034
1185,-0.000171966
1186,-0.000171805
1187,-0.000171686
1188,-0.000171608
1189,-0.00017155
1190,-0.00017138
1191,-0.000171311
1192,-0.000171162
1193,-0.000171027
1194,-0.000170973
1195,-0.000170793
1196,-0.000170713
1197,-0.000170548
1198,-0.000170474
1199,-0.000170406
1200,-0.000170227
1201,-0.000170093
1202,-0.000170038
1203,-0.000169857
1204,-0.0001697
1205,-0.000169638
1206,-0.000169554
1207,-0.000169347
1208,-0.000169268
1209,-0.000169104
1210,-0.000168935
1211,-0.00016886
1212,-0.000168696
1213,-0.000168618
1214,-0.000168444
1215,-0.000168362
1216,-0.000168183
1217,-0.0001681
1218,-0.000167921
1219,-0.000167837
1220,-0.00016776
1221,-0.000167557
1222,-0.000167402
1223,-0.000167338
1224,-0.000167134
1225,-0.000167041
1226,-0.000166957
1227,-0.000166745
1228,-0.00016666
1229,-0.000166477
1230,-0.000166274
1231,-0.00016618
1232,-0.00016595
1233,-0.00016574
1234,-0.000165652
1235,-0.000165531
1236,-0.000165242
1237,-0.000165131
1238,-0.000164879
1239,-0.000164684
1240,-0.000164605
1241,-0.000164353
1242,-0.000164242
1243,-0.000164001
1244,-0.000163896
1245,-0.000163667
1246,-0.000163566
1247,-0.000163341
1248,-0.000163242
1249,-0.000163019
1250,-0.000162823
1251,-0.000162744
1252,-0.000162635
1253,-0.000162373
1254,-0.000162273
1255,-0.00016206
1256,-0.000161966
1257,-0.000161753
1258,-0.000161658
1259,-0.000161444
1260,-0.000161349
1261,-0.000161135
1262,-0.00016104
1263,-0.000160947
1264,-0.000160712
1265,-0.00016062
1266,-0.000160506
1267,-0.000160293
1268,-0.00016021
1269,-0.000159996
1270,-0.000159911
1271,-0.000159713
1272,-0.000159622
1273,-0.00015941
1274,-0.000159315
1275,-0.000159101
1276,-0.000158912
1277,-0.00015873
1278,-0.000158645
1279,-0.000158531
1280,-0.000158268
1281,-0.000158168
1282,-0.000157956
1283,-0.000157747
1284,-0.000157655
1285,-0.000157445
1286,-0.00015735
1287,-0.000157131
1288,-0.000157033
1289,-0.000156811
1290,-0.000156713
1291,-0.000156492
1292,-0.000156274
1293,-0.000156178
1294,-0.000155963
1295,-0.000155867
1296,-0.000155646
1297,-0.000155547
1298,-0.000155448
1299,-0.000155206
1300,-0.00015511
1301,-0.000154896
1302,-0.0001548
1303,-0.000154581
1304,-0.000154483
1305,-0.000154262
1306,-0.000154043
1307,-0.000153947
1308,-0.000153852
1309,-0.000153614
1310,-0.000153519
1311,-0.000153303
1312,-0.000153205
1313,-0.000152983
1314,-0.000152764
1315,-0.000152667
1316,-0.00015257
1317,-0.000152331
1318,-0.000152235
1319,-0.000152003
1320,-0.00015191
1321,-0.000151683
1322,-0.00015159
1323,-0.000151377
1324,-0.000151159
1325,-0.000151062
1326,-0.000150839
1327,-0.000150738
1328,-0.000150511
1329,-0.000150409
1330,-0.000150181
1331,-0.000150079
1332,-0.000149852
1333,-0.00014965
1334,-0.000149565
1335,-0.000149317
1336,-0.000149207
1337,-0.000148973
1338,-0.000148869
1339,-0.000148642
1340,-0.00014854
1341,-0.000148314
1342,-0.00014811
1343,-0.000148025
1344,-0.000147912
1345,-0.000147645
1346,-0.000147539
1347,-0.000147438
1348,-0.000147193
1349,-0.000147094
1350,-0.00014686
1351,-0.000146763
1352,-0.000146545
1353,-0.000146341
1354,-0.000146254
1355,-0.000145999
1356,-0.000145886
1357,-0.000145776
1358,-0.000145519
1359,-0.000145315
1360,-0.000145229
1361,-0.00014498
1362,-0.000144868
1363,-0.00014476
1364,-0.000144503
1365,-0.000144399
1366,-0.000144173
1367,-0.000143946
1368,-0.000143845
1369,-0.000143614
1370,-0.000143508
1371,-0.000143272
1372,-0.000143164
1373,-0.000142926
1374,-0.000142711
1375,-0.00014262
1376,-0.000142502
1377,-0.000142227
1378,-0.000142117
1379,-0.000141883
1380,-0.000141777
1381,-0.000141542
1382,-0.000141434
1383,-0.000141197
1384,-0.000141088
1385,-0.00014085
1386,-0.000140741
1387,-0.000140501
1388,-0.000140284
1389,-0.000140191
1390,-0.00013993
1391,-0.000139812
1392,-0.000139565
1393,-0.000139452
1394,-0.000139212
1395,-0.000139101
1396,-0.000138994
1397,-0.000138733
1398,-0.000138504
1399,-0.000138401
1400,-0.000138163
1401,-0.000138053
1402,-0.000137809
1403,-0.000137696
1404,-0.000137451
1405,-0.000137227
1406,-0.00013701
1407,-0.000136906
1408,-0.000136627
1409,-0.000136504
1410,-0.000136387
1411,-0.000136118
1412,-0.000136008
1413,-0.000135771
1414,-0.000135661
1415,-0.000135419
1416,-0.000135306
1417,-0.000135061
1418,-0.000134836
1419,-0.000134739
1420,-0.000134616
1421,-0.000134331
1422,-0.000134214
1423,-0.000134103
1424,-0.000133834
1425,-0.000133723
1426,-0.00013326
1427,-0.000132899
1428,-0.000132292
1429,-0.000131655
1430,-0.000131094
1431,-0.000130796
1432,-0.000130163
1433,-0.000129952
1434,-0.000129576
1435,-0.00012924
1436,-0.000129007
1437,-0.000128729
1438,-0.000128453
1439,-0.000128197
1440,-0.000127951
1441,-0.000127707
1442,-0.000127463
1443,-0.000127102
1444,-0.000126878
1445,-0.000126615
1446,-0.000126214
1447,-0.000126109
1448,-0.000125665
1449,-0.000125552
1450,-0.00012529
1451,-0.000125039
1452,-0.000124784
1453,-0.000124427
1454,-0.000124207
1455,-0.000123939
1456,-0.000123527
1457,-0.000123268
1458,-0.000122995
1459,-0.000122727
1460,-0.000122464
1461,-0.000122344
1462,-0.000121912
1463,-0.0001218
1464,-0.000121517
1465,-0.000121268
1466,-0.000120888
1467,-0.000120664
1468,-0.000120405
1469,-0.00012012
1470,-0.00011984
1471,-0.000119567
1472,-0.000119297
1473,-0.00011903
1474,-0.000118763
1475,-0.000118495
1476,-0.000118227
1477,-0.000118103
1478,-0.000117658
1479,-0.000117428
1480,-0.000117173
1481,-0.00011689
1482,-0.00011676
1483,-0.000116303
1484,-0.000116052
1485,-0.000115795
1486,-0.0001154
1487,-0.000115135
1488,-0.000114845
1489,-0.000114558
1490,-0.000114278
1491,-0.000114
1492,-0.000113724
1493,-0.000113448
1494,-0.000113172
1495,-0.000112895
1496,-0.000112489
1497,-0.000112238
1498,-0.000111949
1499,-0.000111645
1500,-0.000111354
1501,-0.000111072
1502,-0.000110793
1503,-0.000110514
1504,-0.000110234
1505,-0.000109824
1506,-0.000109708
1507,-0.000109231
1508,-0.000108958
1509,-0.000108835
1510,-0.000108371
1511,-0.000108125
1512,-0.000107854
1513,-0.000107554
1514,-0.000107259
1515,-0.000106967
1516,-0.000106679
1517,-0.000106392
1518,-0.000106105
1519,-0.000105684
1520,-0.000105423
1521,-0.000105124
1522,-0.00010481
1523,-0.000104508
1524,-0.000104215
1525,-0.000103926
1526,-0.000103637
1527,-0.000103348
1528,-0.000103057
1529,-0.000102921
1530,-0.00010259
1531,-0.0001023
1532,-0.000102028
1533,-0.000101745
1534,-0.000101454
1535,-0.000101158
1536,-0.00010102
1537,-0.000100682
1538,-0.000100532
1539,-0.000100224
1540,-0.000100083
1541,-9.97847e-05
1542,-9.9485e-05
1543,-9.93463e-05
1544,-9.92116e-05
1545,-9.88934e-05
1546,-9.87563e-05
1547,-9.86058e-05
1548,-9.82962e-05
1549,-9.8162e-05
1550,-9.78573e-05
1551,-9.77208e-05
1552,-9.74224e-05
1553,-9.72808e-05
1554,-9.69732e-05
1555,-9.68287e-05
1556,-9.65191e-05
1557,-9.63742e-05
1558,-9.60648e-05
1559,-9.59199e-05
1560,-9.56105e-05
1561,-9.54654e-05
1562,-9.5323e-05
1563,-9.49925e-05
1564,-9.48504e-05
1565,-9.45465e-05
1566,-9.4403e-05
1567,-9.40937e-05
1568,-9.3948e-05
1569,-9.36361e-05
1570,-9.34895e-05
1571,-9.31768e-05
1572,-9.28855e-05
1573,-9.27552e-05
1574,-9.24207e-05
1575,-9.21171e-05
1576,-9.18261e-05
1577,-9.16864e-05
1578,-9.13384e-05
1579,-9.10293e-05
1580,-9.07371e-05
1581,-9.05973e-05
1582,-9.04343e-05
1583,-9.00746e-05
1584,-8.97786e-05
1585,-8.96481e-05
1586,-8.93157e-05
1587,-8.91616e-05
1588,-8.88397e-05
1589,-8.86894e-05
1590,-8.83723e-05
1591,-8.8077e-05
1592,-8.79447e-05
1593,-8.7605e-05
1594,-8.72961e-05
1595,-8.69997e-05
1596,-8.6857e-05
1597,-8.6691e-05
1598,-8.63251e-05
1599,-8.60232e-05
1600,-8.57332e-05
1601,-8.55925e-05
1602,-8.52403e-05
1603,-8.50788e-05
1604,-8.49247e-05
1605,-8.45781e-05
1606,-8.4284e-05
1607,-8.41518e-05
1608,-8.38124e-05
1609,-8.35009e-05
1610,-8.33625e-05
1611,-8.30155e-05
1612,-8.28551e-05
1613,-8.25237e-05
1614,-8.22187e-05
1615,-8.20822e-05
1616,-8.17362e-05
1617,-8.15755e-05
1618,-8.12427e-05
1619,-8.1087e-05
1620,-8.07603e-05
1621,-8.04428e-05
1622,-8.0297e-05
1623,-7.99648e-05
1624,-7.98082e-05
1625,-7.94768e-05
1626,-7.91536e-05
1627,-7.90049e-05
1628,-7.86707e-05
1629,-7.85131e-05
1630,-7.81803e-05
1631,-7.8023e-05
1632,-7.76912e-05
1633,-7.73812e-05
1634,-7.70768e-05
1635,-7.69284e-05
1636,-7.65622e-05
1637,-7.6394e-05
1638,-7.60523e-05
1639,-7.57391e-05
1640,-7.55988e-05
1641,-7.5246e-05
1642,-7.50815e-05
1643,-7.49233e-05
1644,-7.45655e-05
1645,-7.42452e-05
1646,-7.40972e-05
1647,-7.37627e-05
1648,-7.34478e-05
1649,-7.33053e-05
1650,-7.29459e-05
1651,-7.27785e-05
1652,-7.26177e-05
1653,-7.22554e-05
1654,-7.20977e-05
1655,-7.17672e-05
1656,-7.16094e-05
1657,-7.14549e-05
1658,-7.10972e-05
1659,-7.094e-05
1660,-7.06079e-05
1661,-7.02797e-05
1662,-7.01272e-05
1663,-6.97828e-05
1664,-6.94604e-05
1665,-6.91442e-05
1666,-6.89902e-05
1667,0.00209156
1668,0.00165944
1669,0.000767649
1670,0.000356862
1671,0.000190664
1672,8.80273e-05
1673,5.32942e-05
1674,7.39883e-06
1675,-8.30202e-06
1676,-2.99867e-05
1677,-4.34809e-05
1678,-4.82065e-05
1679,-5.47102e-05
1680,-5.69332e-05
1681,-5.86688e-05
1682,-6.09516e-05
1683,-6.17027e-05
1684,-6.22588e-05
1685,-6.28703e-05
1686,-6.31081e-05
1687,-6.31376e-05
1688,-6.30314e-05
1689,-6.29401e-05
1690,-6.26789e-05
1691,-6.25374e-05
1692,-6.22145e-05
1693,-6.2055e-05
1694,-6.1714e-05
1695,-6.15509e-05
1696,-6.12002e-05
1697,-6.10428e-05
1698,-6.07161e-05
1699,-6.05613e-05
1700,-6.02375e-05
1701,-6.00849e-05
1702,-5.97676e-05
1703,-5.96182e-05
1704,-5.93074e-05
1705,-5.91608e-05
1706,-5.88547e-05
1707,-5.85447e-05
1708,-5.83992e-05
1709,-5.81067e-05
1710,-5.79662e-05
1711,-5.76664e-05
1712,-5.73688e-05
1713,-5.72304e-05
1714,-5.69227e-05
1715,-5.67763e-05
1716,-5.64669e-05
1717,-5.63192e-05
1718,-5.61756e-05
1719,-5.58436e-05
1720,-5.55555e-05
1721,-5.54241e-05
1722,-5.50904e-05
1723,-5.47676e-05
1724,-5.46193e-05
1725,-5.4467e-05
1726,-5.41192e-05
1727,-5.39659e-05
1728,-5.36431e-05
1729,-5.34876e-05
1730,-5.33358e-05
1731,-5.29833e-05
1732,-5.26622e-05
1733,-5.23556e-05
1734,-5.22107e-05
1735,-5.18475e-05
1736,-5.16765e-05
1737,-5.15124e-05
1738,-5.11422e-05
1739,-5.09792e-05
1740,-5.06392e-05
1741,-5.04753e-05
1742,-5.01292e-05
1743,-4.99625e-05
1744,-4.96122e-05
1745,-4.94438e-05
1746,-4.90819e-05
1747,-4.89154e-05
1748,-4.85663e-05
1749,-4.83975e-05
1750,-4.80414e-05
1751,-4.77037e-05
1752,-4.75493e-05
1753,-4.71673e-05
1754,-4.68031e-05
1755,-4.66363e-05
1756,-4.64634e-05
1757,-4.60739e-05
1758,-4.59016e-05
1759,-4.57354e-05
1760,-4.53539e-05
1761,-4.51836e-05
1762,-4.48262e-05
1763,-4.46534e-05
1764,-4.42895e-05
1765,-4.3944e-05
1766,-4.37859e-05
1767,-4.33964e-05
1768,-4.32125e-05
1769,-4.28369e-05
1770,-4.26583e-05
1771,-4.24867e-05
1772,-4.20964e-05
1773,-4.19226e-05
1774,-0.0129971
1775,-0.00887777
1776,-0.00708466
1777,-0.00310586
1778,-0.00186755
1779,-0.000973112
1780,-0.000744346
1781,-0.000440387
1782,-0.000338335
1783,-0.000200568
1784,-0.000118861
1785,-9.15118e-05
1786,-7.09292e-05
1787,-4.38491e-05
1788,-3.5035e-05
1789,-2.37041e-05
1790,-2.02087e-05
1791,-1.6045e-05
1792,-1.49029e-05
1793,-1.3817e-05
1794,-1.36521e-05
1795,-1.37855e-05
1796,-1.42225e-05
1797,-1.44896e-05
1798,-1.51353e-05
1799,-1.5454e-05
1800,-1.57633e-05
1801,-1.63447e-05
1802,-1.68375e-05
1803,-1.72909e-05
1804,-1.75071e-05
1805,-1.78861e-05
1806,-1.80509e-05
1807,-1.83304e-05
1808,-1.84497e-05
1809,-1.86476e-05
1810,-1.88065e-05
1811,-1.88757e-05
1812,-1.89538e-05
1813,-1.89816e-05
1814,-1.90071e-05
1815,-1.90033e-05
1816,-1.89998e-05
1817,-1.89634e-05
1818,-1.88973e-05
1819,-1.88059e-05
1820,-1.87543e-05
1821,-1.86093e-05
1822,-1.85321e-05
1823,-1.83538e-05
1824,-1.82608e-05
1825,-1.81704e-05
1826,-1.79343e-05
1827,-1.78257e-05
1828,-1.75878e-05
1829,-1.73382e-05
1830,-1.72177e-05
1831,-1.7087e-05
1832,-1.67738e-05
1833,-1.64935e-05
1834,-1.62082e-05
1835,-1.60636e-05
1836,-1.58976e-05
1837,-1.55238e-05
1838,-1.51996e-05
1839,-1.505e-05
1840,-1.46852e-05
1841,-1.45084e-05
1842,-1.41459e-05
1843,-1.3962e-05
1844,-1.35987e-05
1845,-1.32509e-05
1846,-1.30884e-05
1847,-1.26945e-05
1848,-1.23232e-05
1849,-1.21524e-05
1850,-1.17473e-05
1851,-1.15532e-05
1852,-1.11603e-05
1853,-1.09701e-05
1854,-1.05811e-05
1855,-1.03914e-05
1856,-1.0001e-05
1857,-9.62691e-06
1858,-9.45295e-06
1859,-9.03802e-06
1860,-8.64935e-06
1861,-8.4709e-06
1862,-8.05237e-06
1863,-7.66226e-06
1864,-7.44887e-06
1865,-7.04579e-06
1866,-6.85467e-06
1867,-6.67181e-06
1868,-6.25701e-06
1869,-6.06732e-06
1870,-5.67562e-06
1871,-5.48354e-06
1872,-5.08624e-06
1873,-4.6959e-06
1874,-4.31984e-06
1875,-4.13863e-06
1876,-3.71258e-06
1877,-3.50931e-06
1878,-3.31655e-06
1879,-2.89091e-06
1880,-2.50504e-06
1881,-2.13404e-06
1882,-1.95486e-06
1883,-1.53138e-06
1884,-1.32884e-06
1885,-1.1365e-06
1886,-7.11294e-07
1887,-3.25529e-07
1888,4.55074e-08
1889,2.2477e-07
1890,6.48309e-07
1891,8.50955e-07
1892,1.25874e-06
1893,1.45539e-06
1894,1.64297e-06
1895,2.06343e-06
1896,2.25493e-06
1897,2.64782e-06
1898,3.03542e-06
1899,3.41065e-06
1900,3.59199e-06
1901,3.79363e-06
1902,4.23617e-06
1903,4.43461e-06
1904,4.83381e-06
1905,5.02802e-06
1906,5.42649e-06
1907,5.62121e-06
1908,6.02111e-06
1909,6.21641e-06
