time,theta
3626,3.44474
3627,3.44014
3628,3.43083
3629,3.42612
3630,3.42138
3631,3.4118
3632,3.40696
3633,3.3972
3634,3.39227
3635,3.38232
3636,3.3773
3637,3.36717
3638,3.36205
3639,3.3569
3640,3.34644
3641,3.34115
3642,3.33048
3643,3.3251
3644,3.31422
3645,3.30319
3646,3.29763
3647,3.28643
3648,3.28078
3649,3.26941
3650,3.26369
3651,3.25219
3652,3.24639
3653,3.23475
3654,3.22889
3655,3.21711
3656,3.21119
3657,3.19929
3658,3.19331
3659,3.18129
3660,3.17524
3661,3.16918
3662,3.15696
3663,3.1508
3664,3.13846
3665,3.12609
3666,3.11988
3667,3.1074
3668,3.10114
3669,3.08862
3670,3.08235
3671,3.06978
3672,3.06348
3673,3.05088
3674,3.04457
3675,3.03827
3676,3.02565
3677,3.01305
3678,3.00676
3679,2.99423
3680,2.98797
3681,2.98171
3682,2.96913
3683,2.95653
3684,2.9503
3685,2.94412
3686,2.9317
3687,2.91915
3688,2.91289
3689,2.90059
3690,2.89454
3691,2.88231
3692,2.86982
3693,2.86361
3694,2.84574
3695,2.83984
3696,2.82764
3697,2.81466
3698,2.80826
3699,2.79641
3700,2.79093
3701,2.77904
3702,2.77217
3703,2.7591
3704,2.75354
3705,2.74296
3706,2.73081
3707,2.72389
3708,2.71134
3709,2.70175
3710,2.69742
3711,2.68541
3712,2.67743
3713,2.66373
3714,2.65917
3715,2.65109
3716,2.64601
3717,2.63235
3718,2.62445
3719,2.6179
3720,2.61075
3721,2.6088
3722,2.59805
3723,2.58044
3724,2.57351
3725,2.56685
3726,2.56587
3727,2.55755
3728,2.5494
3729,2.53625
3730,2.53088
3731,2.52707
3732,2.52197
3733,2.51021
3734,2.50475
3735,2.49554
3736,2.4883
3737,2.48487
3738,2.47669
3739,2.47091
3740,2.46514
3741,2.45744
3742,2.45318
3743,2.45029
3744,2.44003
3745,2.43337
3746,2.42517
3747,2.42438
3748,2.4194
3749,2.40756
3750,2.40164
3751,2.39517
3752,2.39463
3753,2.39027
3754,2.38522
3755,2.3759
3756,2.37091
3757,2.36742
3758,2.36152
3759,2.3575
3760,2.35091
3761,2.34719
3762,2.34351
3763,2.33756
3764,2.33406
3765,2.32898
3766,2.32775
3767,2.32468
3768,2.32182
3769,2.31495
3770,2.31233
3771,2.31076
3772,2.30882
3773,2.30765
3774,2.30346
3775,2.29828
3776,2.2953
3777,2.29481
3778,2.29281
3779,2.29085
3780,2.28765
3781,2.28677
3782,2.28533
3783,2.28457
3784,2.28271
3785,2.28159
3786,2.27993
3787,2.27946
3788,2.27877
3789,2.27794
3790,2.27749
3791,2.27698
3792,2.27705
3793,2.27716
3794,2.27721
3795,2.27727
3796,2.27749
3797,2.27788
3798,2.27891
3799,2.27947
3800,2.28063
3801,2.28127
3802,2.28287
3803,2.28383
3804,2.28582
3805,2.28679
3806,2.28898
3807,2.29026
3808,2.293
3809,2.29588
3810,2.29739
3811,2.30061
3812,2.30233
3813,2.30409
3814,2.30767
3815,2.3095
3816,2.31339
3817,2.31549
3818,2.31977
3819,2.32407
3820,2.32629
3821,2.3286
3822,2.33104
3823,2.3361
3824,2.34118
3825,2.34369
3826,2.34626
3827,2.34895
3828,2.35468
3829,2.35765
3830,2.36339
3831,2.36885
3832,2.37168
3833,2.37807
3834,2.38512
3835,2.38867
3836,2.3952
3837,2.39821
3838,2.40484
3839,2.40856
3840,2.4164
3841,2.42021
3842,2.42764
3843,2.43523
3844,2.44344
3845,2.44776
3846,2.45205
3847,2.46032
3848,2.46438
3849,2.47301
3850,2.4823
3851,2.48705
3852,2.49617
3853,2.50056
3854,2.5098
3855,2.51974
3856,2.52483
3857,2.53454
3858,2.53912
3859,2.5487
3860,2.5592
3861,2.57016
3862,2.58045
3863,2.58524
3864,2.5901
3865,2.59524
3866,2.60642
3867,2.61806
3868,2.6289
3869,2.63394
3870,2.64452
3871,2.65021
3872,2.66202
3873,2.66782
3874,2.67885
3875,2.68412
3876,2.69523
3877,2.70723
3878,2.71345
3879,2.72538
3880,2.73684
3881,2.7427
3882,2.75488
3883,2.76748
3884,2.78002
3885,2.78626
3886,2.79903
3887,2.80561
3888,2.81897
3889,2.82578
3890,2.84681
3891,2.86134
3892,2.86872
3893,2.88426
3894,2.89254
3895,2.90929
3896,2.92605
3897,2.93437
3898,2.95098
3899,2.9676
3900,2.98428
3901,3.00934
3902,3.03459
3903,3.06878
3904,3.10316
3905,3.1465
3906,3.16408
3907,3.18176
3908,3.21775
3909,3.2359
3910,3.24489
3911,3.26298
3912,3.27215
3913,3.28135
3914,3.29056
3915,3.30892
3916,3.31808
3917,3.3364
3918,3.34555
3919,3.36371
3920,3.38164
3921,3.39057
3922,3.40846
3923,3.41743
3924,3.43521
3925,3.44401
3926,3.46155
3927,3.47034
3928,3.47911
3929,3.4965
3930,3.5051
3931,3.52229
3932,3.53949
3933,3.54805
3934,3.56495
3935,3.58163
3936,3.58995
3937,3.60661
3938,3.61493
3939,3.63135
3940,3.63944
3941,3.6475
3942,3.66375
3943,3.67193
3944,3.68802
3945,3.69589
3946,3.71157
3947,3.72733
3948,3.74299
3949,3.75831
3950,3.76586
3951,3.78097
3952,3.78856
3953,3.80353
3954,3.8181
3955,3.83251
3956,3.84695
3957,3.85413
3958,3.86821
3959,3.87509
3960,3.88881
3961,3.89571
3962,3.90929
3963,3.91592
3964,3.92248
3965,3.93559
3966,3.94216
3967,3.95503
3968,3.96127
3969,3.96743
3970,3.97361
3971,3.98603
3972,3.99826
3973,4.00419
3974,4.01577
3975,4.02148
3976,4.02717
3977,4.03846
3978,4.04402
3979,4.05487
3980,4.06016
3981,4.06542
3982,4.07581
3983,4.08093
3984,4.09092
3985,4.0958
3986,4.10544
3987,4.11022
3988,4.11957
3989,4.12862
3990,4.13305
3991,4.14177
3992,4.15028
3993,4.15441
3994,4.15847
3995,4.16644
3996,4.17038
3997,4.17428
3998,4.18197
3999,4.18574
4000,4.19307
4001,4.19664
4002,4.20361
4003,4.21035
4004,4.2136
4005,4.21675
4006,4.22278
4007,4.22847
4008,4.23387
4009,4.23654
4010,4.24181
4011,4.24438
4012,4.24933
4013,4.25171
4014,4.25606
4015,4.25799
4016,4.26167
4017,4.26348
4018,4.26719
4019,4.26908
4020,4.27245
4021,4.27526
4022,4.27653
4023,4.27911
4024,4.28043
4025,4.28276
4026,4.28368
4027,4.28523
4028,4.28663
4029,4.28734
4030,4.28804
4031,4.28918
4032,4.2898
4033,4.2901
4034,4.29021
4035,4.29036
4036,4.29039
4037,4.29011
4038,4.28936
4039,4.28886
4040,4.28792
4041,4.28753
4042,4.28642
4043,4.28558
4044,4.2836
4045,4.28146
4046,4.2792
4047,4.278
4048,4.2753
4049,4.27376
4050,4.27049
4051,4.26883
4052,4.26542
4053,4.26365
4054,4.25976
4055,4.25765
4056,4.25329
4057,4.2511
4058,4.24652
4059,4.24409
4060,4.23903
4061,4.23374
4062,4.22825
4063,4.22542
4064,4.22253
4065,4.21658
4066,4.2135
4067,4.20715
4068,4.20387
4069,4.19716
4070,4.19372
4071,4.1866
4072,4.18292
4073,4.17538
4074,4.16759
4075,4.16357
4076,4.15522
4077,4.15089
4078,4.14207
4079,4.13758
4080,4.13302
4081,4.12361
4082,4.11878
4083,4.10967
4084,4.10498
4085,4.09468
4086,4.08906
4087,4.0775
4088,4.06566
4089,4.05982
4090,4.04856
4091,4.04317
4092,4.03183
4093,4.01966
4094,4.01341
4095,4.00074
4096,3.99427
4097,3.98112
4098,3.97444
4099,3.96095
4100,3.95415
4101,3.94037
4102,3.93339
4103,3.91923
4104,3.90479
4105,3.89747
4106,3.88265
4107,3.87513
4108,3.85988
4109,3.85212
4110,3.83641
4111,3.82844
4112,3.81232
4113,3.80418
4114,3.78775
4115,3.77114
4116,3.75431
4117,3.74581
4118,3.72854
4119,3.71976
4120,3.702
4121,3.68392
4122,3.67478
4123,3.65627
4124,3.64686
4125,3.62786
4126,3.61824
4127,3.5988
4128,3.58896
4129,3.56906
4130,3.55894
4131,3.53848
4132,3.51767
4133,3.50716
4134,3.48602
4135,3.47536
4136,3.45391
4137,3.44311
4138,3.42153
4139,3.4108
4140,3.38937
4141,3.36798
4142,3.35728
4143,3.33591
4144,3.31457
4145,3.30387
4146,3.28241
4147,3.27167
4148,3.25021
4149,3.2395
4150,3.21804
4151,3.20731
4152,3.18584
4153,3.17513
4154,3.15371
4155,3.14301
4156,3.12161
4157,3.11092
4158,3.10024
4159,3.07894
4160,3.05769
4161,3.04706
4162,3.02585
4163,3.01529
4164,2.99423
4165,2.97321
4166,2.96272
4167,2.94182
4168,2.93144
4169,2.92107
4170,2.90036
4171,2.89002
4172,2.8695
4173,2.85934
4174,2.83905
4175,2.81879
4176,2.80868
4177,2.78872
4178,2.77887
4179,2.76903
4180,2.75913
4181,2.73928
4182,2.72942
4183,2.70999
4184,2.70044
4185,2.68121
4186,2.66176
4187,2.64259
4188,2.62388
4189,2.61465
4190,2.60538
4191,2.58664
4192,2.57724
4193,2.55882
4194,2.5498
4195,2.53193
4196,2.52299
4197,2.50519
4198,2.48768
4199,2.47905
4200,2.4619
4201,2.44484
4202,2.42797
4203,2.41965
4204,2.40323
4205,2.3951
4206,2.38701
4207,2.371
4208,2.36309
4209,2.34746
4210,2.33974
4211,2.32443
4212,2.3093
4213,2.30182
4214,2.28706
4215,2.27981
4216,2.2655
4217,2.25845
4218,2.24455
4219,2.2377
4220,2.22419
4221,2.21093
4222,2.20439
4223,2.1915
4224,2.17888
4225,2.17266
4226,2.16031
4227,2.15416
4228,2.14208
4229,2.13618
4230,2.12455
4231,2.113
4232,2.10728
4233,2.09609
4234,2.08527
4235,2.07996
4236,2.07467
4237,2.06405
4238,2.05878
4239,2.05362
4240,2.04375
4241,2.03902
4242,2.02962
4243,2.02023
4244,2.01115
4245,2.00682
4246,2.00261
4247,1.99848
4248,1.99031
4249,1.98628
4250,1.97851
4251,1.9748
4252,1.97116
4253,1.96398
4254,1.96044
4255,1.95363
4256,1.95038
4257,1.94407
4258,1.93792
4259,1.93492
4260,1.9292
4261,1.9265
4262,1.92386
4263,1.91869
4264,1.91616
4265,1.91372
4266,1.90918
4267,1.90707
4268,1.90294
4269,1.8989
4270,1.89698
4271,1.89351
4272,1.89196
4273,1.88891
4274,1.88735
4275,1.88447
4276,1.88324
4277,1.88107
4278,1.87908
4279,1.87811
4280,1.87715
4281,1.87629
4282,1.87558
4283,1.87454
4284,1.87414
4285,1.8733
4286,1.87253
4287,1.87229
4288,1.8723
4289,1.87279
4290,1.87307
4291,1.87362
4292,1.87392
4293,1.87492
4294,1.87564
4295,1.87725
4296,1.87805
4297,1.87889
4298,1.88093
4299,1.88215
4300,1.88474
4301,1.88608
4302,1.88897
4303,1.89222
4304,1.89397
4305,1.89762
4306,1.8995
4307,1.90347
4308,1.90558
4309,1.91
4310,1.91229
4311,1.91704
4312,1.91951
4313,1.92205
4314,1.92736
4315,1.93296
4316,1.93586
4317,1.94183
4318,1.948
4319,1.95119
4320,1.95446
4321,1.96123
4322,1.96469
4323,1.96819
4324,1.9754
4325,1.9791
4326,1.98671
4327,1.99062
4328,1.99859
4329,2.00264
4330,2.01092
4331,2.01949
4332,2.02389
4333,2.03279
4334,2.03725
4335,2.04635
4336,2.05104
4337,2.06078
4338,2.07089
4339,2.08124
4340,2.08646
4341,2.09699
4342,2.10769
4343,2.11314
4344,2.12428
4345,2.12996
4346,2.14148
4347,2.1473
4348,2.15319
4349,2.16517
4350,2.17127
4351,2.17743
4352,2.18983
4353,2.20239
4354,2.20877
4355,2.22186
4356,2.22854
4357,2.24196
4358,2.24865
4359,2.26224
4360,2.26921
4361,2.2834
4362,2.29056
4363,2.30495
4364,2.3122
4365,2.32695
4366,2.33449
4367,2.34972
4368,2.35739
4369,2.36511
4370,2.38078
4371,2.38873
4372,2.40478
4373,2.41288
4374,2.42925
4375,2.43754
4376,2.45431
4377,2.46281
4378,2.47138
4379,2.48007
4380,2.49785
4381,2.51612
4382,2.52542
4383,2.54495
4384,2.56538
4385,2.58538
4386,2.59499
4387,2.61406
4388,2.63365
4389,2.64373
4390,2.66404
4391,2.67423
4392,2.68436
4393,2.70455
4394,2.71464
4395,2.7248
4396,2.7453
4397,2.75563
4398,2.77641
4399,2.79727
4400,2.80772
4401,2.8287
4402,2.83925
4403,2.86042
4404,2.87105
4405,2.89238
4406,2.9138
4407,2.92455
4408,2.94611
4409,2.95695
4410,2.97867
4411,2.98956
4412,3.01138
4413,3.02232
4414,3.04427
4415,3.0663
4416,3.07733
4417,3.0995
4418,3.12183
4419,3.15543
4420,3.17787
4421,3.1891
4422,3.21175
4423,3.22318
4424,3.24605
4425,3.26887
4426,3.34944
4427,3.39529
4428,3.47411
4429,3.49662
4430,3.50787
4431,3.56468
4432,3.58742
4433,3.5986
4434,3.62077
4435,3.63182
4436,3.65393
4437,3.66498
4438,3.68691
4439,3.69779
4440,3.71947
4441,3.7303
4442,3.75184
4443,3.77316
4444,3.78372
4445,3.80461
4446,3.81494
4447,3.82522
4448,3.83545
4449,3.85576
4450,3.86585
4451,3.88584
4452,3.89575
4453,3.9056
4454,3.91539
4455,3.9348
4456,3.94441
4457,3.96349
4458,3.98236
4459,4.00103
4460,4.01029
4461,4.02865
4462,4.03775
4463,4.05581
4464,4.06475
4465,4.08247
4466,4.09124
4467,4.10861
4468,4.1172
4469,4.1342
4470,4.14262
4471,4.15926
4472,4.16749
4473,4.18376
4474,4.1918
4475,4.20769
4476,4.21553
4477,4.23103
4478,4.23868
4479,4.25378
4480,4.26122
4481,4.2686
4482,4.28314
4483,4.29031
4484,4.30443
4485,4.31827
4486,4.32509
4487,4.33856
4488,4.34523
4489,4.35839
4490,4.36489
4491,4.37771
4492,4.38402
4493,4.39646
4494,4.40258
4495,4.41457
4496,4.42624
4497,4.43196
4498,4.4376
4499,4.44867
4500,4.45409
4501,4.4647
4502,4.46988
4503,4.48004
4504,4.48991
4505,4.49473
4506,4.50413
4507,4.50871
4508,4.51765
4509,4.52201
4510,4.5305
4511,4.53462
4512,4.54265
4513,4.55038
4514,4.55414
4515,4.56142
4516,4.56494
4517,4.57177
4518,4.57507
4519,4.58145
4520,4.58452
4521,4.58752
4522,4.59044
4523,4.59605
4524,4.59874
4525,4.60389
4526,4.60389
4527,4.61104
4528,4.61328
4529,4.61752
4530,4.61953
4531,4.62333
4532,4.62685
4533,4.63006
4534,4.633
4535,4.63436
4536,4.63566
4537,4.63805
4538,4.63914
4539,4.64108
4540,4.64194
4541,4.64345
4542,4.64411
4543,4.64518
4544,4.64592
4545,4.64617
4546,4.64647
4547,4.64652
4548,4.6464
4549,4.64622
4550,4.64566
4551,4.64529
4552,4.64432
4553,4.64372
4554,4.6423
4555,4.64148
4556,4.63965
4557,4.63755
4558,4.63638
4559,4.63384
4560,4.63103
4561,4.62793
4562,4.62627
4563,4.6227
4564,4.62081
4565,4.61682
4566,4.61471
4567,4.61023
4568,4.60544
4569,4.60294
4570,4.60038
4571,4.595
4572,4.58928
4573,4.5863
4574,4.57693
4575,4.57366
4576,4.56689
4577,4.56337
4578,4.55609
4579,4.55237
4580,4.5486
4581,4.5409
4582,4.53696
4583,4.52885
4584,4.52469
4585,4.51618
4586,4.51184
4587,4.50743
4588,4.49839
4589,4.48905
4590,4.48428
4591,4.4745
4592,4.46951
4593,4.45934
4594,4.45417
4595,4.44362
4596,4.43825
4597,4.42731
4598,4.42175
4599,4.41043
4600,4.40469
4601,4.39301
4602,4.38707
4603,4.37497
4604,4.36256
4605,4.35624
4606,4.34342
4607,4.33692
4608,4.3237
4609,4.31697
4610,4.3033
4611,4.29637
4612,4.28233
4613,4.27521
4614,4.26073
4615,4.25337
4616,4.23847
4617,4.22334
4618,4.21567
4619,4.2001
4620,4.19221
4621,4.17625
4622,4.1682
4623,4.15188
4624,4.1436
4625,4.12684
4626,4.10978
4627,4.10114
4628,4.08368
4629,4.07487
4630,4.05704
4631,4.03894
4632,4.02979
4633,4.01133
4634,4.00202
4635,3.98317
4636,3.97364
4637,3.96405
4638,3.94462
4639,3.92482
4640,3.91477
4641,3.90462
4642,3.88398
4643,3.87349
4644,3.85232
4645,3.8416
4646,3.81996
4647,3.80905
4648,3.78714
4649,3.77613
4650,3.76507
4651,3.75398
4652,3.73159
4653,3.70879
4654,3.69723
4655,3.6737
4656,3.66167
4657,3.63726
4658,3.61232
4659,3.59972
4660,3.57423
4661,3.56131
4662,3.53524
4663,3.52204
4664,3.49446
4665,3.47954
4666,3.46457
4667,3.43555
4668,3.42146
4669,3.39287
4670,3.36377
4671,3.33497
4672,3.32072
4673,3.29187
4674,3.27717
4675,3.26249
4676,3.23356
4677,3.20496
4678,3.19054
4679,3.16138
4680,3.14671
4681,3.11781
4682,3.1036
4683,3.07476
4684,3.06001
4685,3.03067
4686,3.01629
4687,2.98757
4688,2.97307
4689,2.9441
4690,2.92972
4691,2.90105
4692,2.8867
4693,2.85796
4694,2.82923
4695,2.81491
4696,2.78638
4697,2.77215
4698,2.74371
4699,2.71533
4700,2.70119
4701,2.67303
4702,2.659
4703,2.64497
4704,2.6167
4705,2.60245
4706,2.57434
4707,2.5606
4708,2.54693
4709,2.51838
4710,2.50341
4711,2.47481
4712,2.44904
4713,2.43632
4714,2.40907
4715,2.38279
4716,2.37072
4717,2.35779
4718,2.33057
4719,2.30416
4720,2.29086
4721,2.26406
4722,2.25048
4723,2.22386
4724,2.21096
4725,2.18577
4726,2.162
4727,2.15101
4728,2.12954
4729,2.11869
4730,2.0965
4731,2.08525
4732,2.07414
4733,2.05193
4734,2.02948
4735,2.01842
4736,1.99716
4737,1.98701
4738,1.96656
4739,1.95613
4740,1.93542
4741,1.9152
4742,1.90526
4743,1.88549
4744,1.87568
4745,1.86591
4746,1.84658
4747,1.82752
4748,1.81809
4749,1.79942
4750,1.79019
4751,1.77196
4752,1.76295
4753,1.74516
4754,1.73636
4755,1.71898
4756,1.70188
4757,1.68507
4758,1.66854
4759,1.66039
4760,1.65231
4761,1.63635
4762,1.62848
4763,1.62068
4764,1.60531
4765,1.59773
4766,1.5828
4767,1.57545
4768,1.56096
4769,1.54677
4770,1.53978
4771,1.52604
4772,1.51928
4773,1.50599
4774,1.49946
4775,1.49301
4776,1.48033
4777,1.46795
4778,1.46188
4779,1.44996
4780,1.44411
4781,1.43264
4782,1.42701
4783,1.41599
4784,1.4106
4785,1.40006
4786,1.39491
4787,1.38984
4788,1.37997
4789,1.37516
4790,1.37043
4791,1.36119
4792,1.35669
4793,1.34792
4794,1.33945
4795,1.33533
4796,1.33128
4797,1.32341
4798,1.31959
4799,1.31218
4800,1.30858
4801,1.30162
4802,1.29826
4803,1.29497
4804,1.28862
4805,1.28556
4806,1.27968
4807,1.27685
4808,1.27142
4809,1.26882
4810,1.26384
4811,1.25914
4812,1.2569
4813,1.25263
4814,1.25061
4815,1.24678
4816,1.24497
4817,1.24156
4818,1.23843
4819,1.23696
4820,1.23557
4821,1.233
4822,1.23182
4823,1.2307
4824,1.22868
4825,1.22693
4826,1.22616
4827,1.22482
4828,1.22425
4829,1.22332
4830,1.22267
4831,1.22245
4832,1.22223
4833,1.22223
4834,1.22244
4835,1.22264
4836,1.22324
4837,1.22365
4838,1.22467
4839,1.22528
4840,1.22671
4841,1.22753
4842,1.22937
4843,1.2315
4844,1.23266
4845,1.2352
4846,1.23655
4847,1.23948
4848,1.24105
4849,1.2444
4850,1.24618
4851,1.24802
4852,1.25192
4853,1.25399
4854,1.25835
4855,1.26299
4856,1.26543
4857,1.27053
4858,1.27319
4859,1.27591
4860,1.2816
4861,1.28457
4862,1.29073
4863,1.29719
4864,1.30053
4865,1.30739
4866,1.31092
4867,1.31819
4868,1.3258
4869,1.33377
4870,1.33788
4871,1.34639
4872,1.35079
4873,1.35975
4874,1.36887
4875,1.37351
4876,1.37821
4877,1.38298
4878,1.39273
4879,1.39771
4880,1.40793
4881,1.41317
4882,1.42386
4883,1.43478
4884,1.44594
4885,1.45163
4886,1.45739
4887,1.46914
4888,1.48112
4889,1.48719
4890,1.49329
4891,1.49944
4892,1.51193
4893,1.51829
4894,1.53123
4895,1.54448
4896,1.55121
4897,1.55802
4898,1.57187
4899,1.58603
4900,1.59322
4901,1.60784
4902,1.61527
4903,1.62277
4904,1.63801
4905,1.64574
4906,1.65354
4907,1.66934
4908,1.67735
4909,1.69358
4910,1.70181
4911,1.71851
4912,1.72699
4913,1.74411
4914,1.75272
4915,1.77014
4916,1.77897
4917,1.78791
4918,1.79693
4919,1.81521
4920,1.82448
4921,1.84322
4922,1.86229
4923,1.87194
4924,1.8914
4925,1.90122
4926,1.9111
4927,1.9309
4928,1.95082
4929,1.96089
4930,1.9814
4931,1.99183
4932,2.0023
4933,2.02306
4934,2.03336
4935,2.0544
4936,2.06522
4937,2.07623
4938,2.09809
4939,2.11958
4940,2.13035
4941,2.15262
4942,2.17572
4943,2.1875
4944,2.2104
4945,2.23261
4946,2.24387
4947,2.2673
4948,2.27944
4949,2.29169
4950,2.31549
4951,2.33876
4952,2.35061
4953,2.37518
4954,2.40048
4955,2.42568
4956,2.43811
4957,2.46327
4958,2.47607
4959,2.5018
4960,2.51467
4961,2.54055
4962,2.55359
4963,2.5798
4964,2.59294
4965,2.60609
4966,2.63261
4967,2.65941
4968,2.67288
4969,2.69981
4970,2.72678
4971,2.74035
4972,2.7677
4973,2.78146
4974,2.79523
4975,2.80899
4976,2.83656
4977,2.8504
4978,2.87822
4979,2.90615
4980,2.92013
4981,2.94815
4982,2.9622
4983,2.99038
4984,3.01863
4985,3.03278
4986,3.06116
4987,3.0754
4988,3.10396
4989,3.11826
4990,3.14693
4991,3.17568
4992,3.19007
4993,3.20447
4994,3.23339
4995,3.24791
4996,3.27698
4997,3.30609
4998,3.32065
4999,3.33523
5000,3.36447
5001,3.37912
5002,3.40845
5003,3.42313
5004,3.45249
5005,3.48191
5006,3.49662
5007,3.52614
5008,3.54095
5009,3.57048
5010,3.58518
5011,3.61443
5012,3.62898
5013,3.65803
5014,3.67254
5015,3.70149
5016,3.71593
5017,3.74473
5018,3.75911
5019,3.78778
5020,3.80208
5021,3.83057
5022,3.84476
5023,3.87304
5024,3.88714
5025,3.91522
5026,3.92921
5027,3.95705
5028,3.97091
5029,3.99849
5030,4.01221
5031,4.03952
5032,4.05312
5033,4.0802
5034,4.09369
5035,4.12054
5036,4.13389
5037,4.16042
5038,4.17361
5039,4.19981
5040,4.21284
5041,4.2387
5042,4.26431
5043,4.27701
5044,4.30224
5045,4.31476
5046,4.32721
5047,4.35188
5048,4.37625
5049,4.38834
5050,4.41232
5051,4.42421
5052,4.44778
5053,4.45945
5054,4.48259
5055,4.50544
5056,4.52799
5057,4.53916
5058,4.56126
5059,4.5722
5060,4.59386
5061,4.60458
5062,4.61522
5063,4.63629
5064,4.64671
5065,4.66732
5066,4.67751
5067,4.69766
5068,4.70763
5069,4.72732
5070,4.73706
5071,4.7563
5072,4.77524
5073,4.78459
5074,4.80307
5075,4.8122
5076,4.83023
5077,4.83912
5078,4.84794
5079,4.86534
5080,4.88245
5081,4.8993
5082,4.90761
5083,4.92402
5084,4.9321
5085,4.94803
5086,4.95588
5087,4.97135
5088,4.97896
5089,4.99395
5090,5.00134
5091,5.01591
5092,5.05786
5093,5.12215
5094,5.13418
5095,5.14008
5096,5.16875
5097,5.1798
5098,5.19043
5099,5.1956
5100,5.20073
5101,5.20582
5102,5.21591
5103,5.22576
5104,5.23532
5105,5.24001
5106,5.2492
5107,5.25372
5108,5.26251
5109,5.26679
5110,5.2752
5111,5.28342
5112,5.2914
5113,5.29528
5114,5.30287
5115,5.31025
5116,5.31386
5117,5.32086
5118,5.32425
5119,5.33089
5120,5.33413
5121,5.33732
5122,5.34354
5123,5.34953
5124,5.35244
5125,5.35529
5126,5.36083
5127,5.36352
5128,5.36873
5129,5.3737
5130,5.37611
5131,5.37847
5132,5.38077
5133,5.38523
5134,5.38951
5135,5.39158
5136,5.39556
5137,5.39747
5138,5.39933
5139,5.40287
5140,5.4062
5141,5.40932
5142,5.41081
5143,5.41224
5144,5.41361
5145,5.4162
5146,5.41742
5147,5.41858
5148,5.42072
5149,5.4217
5150,5.42264
5151,5.42435
5152,5.42585
5153,5.42652
5154,5.42768
5155,5.42818
5156,5.42901
5157,5.42935
5158,5.42963
5159,5.43003
5160,5.43015
5161,5.43021
5162,5.43022
5163,5.43007
5164,5.42993
5165,5.42946
5166,5.42915
5167,5.42836
5168,5.42788
5169,5.42677
5170,5.42612
5171,5.42467
5172,5.42386
5173,5.42208
5174,5.4211
5175,5.41914
5176,5.41808
5177,5.41565
5178,5.41429
5179,5.41144
5180,5.40998
5181,5.40683
5182,5.40513
5183,5.40156
5184,5.39972
5185,5.39583
5186,5.39167
5187,5.38951
5188,5.38731
5189,5.38275
5190,5.38038
5191,5.37795
5192,5.37289
5193,5.37028
5194,5.3649
5195,5.36213
5196,5.3564
5197,5.35041
5198,5.34734
5199,5.34102
5200,5.33777
5201,5.33108
5202,5.32765
5203,5.32415
5204,5.31699
5205,5.31332
5206,5.30577
5207,5.30191
5208,5.294
5209,5.28996
5210,5.28586
5211,5.27745
5212,5.26879
5213,5.25993
5214,5.25084
5215,5.24619
5216,5.23667
5217,5.23181
5218,5.22191
5219,5.21687
5220,5.20655
5221,5.20129
5222,5.19056
5223,5.1851
5224,5.17397
5225,5.16829
5226,5.16255
5227,5.15089
5228,5.14496
5229,5.13305
5230,5.12082
5231,5.11458
5232,5.10185
5233,5.09537
5234,5.08219
5235,5.07549
5236,5.06188
5237,5.05499
5238,5.04801
5239,5.03385
5240,5.01942
5241,5.01211
5242,4.99728
5243,4.98975
5244,4.97447
5245,4.95892
5246,4.94308
5247,4.93505
5248,4.92694
5249,4.91056
5250,4.90227
5251,4.88546
5252,4.87691
5253,4.85955
5254,4.84189
5255,4.83297
5256,4.81488
5257,4.8057
5258,4.78711
5259,4.76824
5260,4.75869
5261,4.74905
5262,4.72952
5263,4.71964
5264,4.70968
5265,4.68952
5266,4.66903
5267,4.65868
5268,4.63775
5269,4.62716
5270,4.60578
5271,4.59498
5272,4.57318
5273,4.5511
5274,4.53995
5275,4.52873
5276,4.506
5277,4.4945
5278,4.48295
5279,4.45964
5280,4.44787
5281,4.42413
5282,4.41216
5283,4.38796
5284,4.37573
5285,4.35103
5286,4.33856
5287,4.31338
5288,4.30068
5289,4.27508
5290,4.24921
5291,4.23618
5292,4.22308
5293,4.19666
5294,4.18335
5295,4.15653
5296,4.12945
5297,4.11581
5298,4.08831
5299,4.06048
5300,4.04644
5301,4.01809
5302,4.00376
5303,3.9749
5304,3.96038
5305,3.93107
5306,3.9162
5307,3.88541
5308,3.86899
5309,3.83646
5310,3.82072
5311,3.78961
5312,3.77399
5313,3.74219
5314,3.70988
5315,3.69378
5316,3.66174
5317,3.64572
5318,3.61327
5319,3.58035
5320,3.56388
5321,3.53096
5322,3.51447
5323,3.49791
5324,3.46449
5325,3.44766
5326,3.41408
5327,3.38068
5328,3.36396
5329,3.33013
5330,3.31298
5331,3.27888
5332,3.26202
5333,3.24517
5334,3.21095
5335,3.19361
5336,3.15937
5337,3.14255
5338,3.10875
5339,3.09158
5340,3.05729
5341,3.04035
5342,3.00666
5343,2.97286
5344,2.95581
5345,2.922
5346,2.88894
5347,2.87262
5348,2.83922
5349,2.82197
5350,2.78839
5351,2.77261
5352,2.74128
5353,2.72486
5354,2.69062
5355,2.67347
5356,2.64215
5357,2.61468
5358,2.60072
5359,2.58499
5360,2.56774
5361,2.53275
5362,2.51693
5363,2.50276
5364,2.47507
5365,2.4598
5366,2.42512
5367,2.40673
5368,2.3753
5369,2.35032
5370,2.33835
5371,2.30917
5372,2.29265
5373,2.2605
5374,2.23377
5375,2.22127
5376,2.2076
