time,theta
1875,3.12017
1876,3.12017
1877,3.12017
1878,3.12017
1879,3.12017
1880,3.12017
1881,3.12017
1882,3.12017
1883,3.12017
1884,3.12017
1885,3.12017
1886,3.12017
1887,3.12017
1888,3.12017
1889,3.12017
1890,3.12017
1891,3.12017
1892,3.12017
1893,3.12017
1894,3.12017
1895,3.12017
1896,3.12017
1897,3.12017
1898,3.12017
1899,3.12017
1900,3.12017
1901,3.12017
1902,3.12017
1903,3.12017
1904,3.12017
1905,3.12017
1906,3.12017
1907,3.12017
1908,3.12017
1909,3.12017
1910,3.12017
1911,3.12017
1912,3.12017
1913,3.12017
1914,3.12017
1915,3.12018
1916,3.12018
1917,3.12018
1918,3.12018
1919,3.12018
1920,3.12018
1921,3.12018
1922,3.12018
1923,3.12018
1924,3.12018
1925,3.12018
1926,3.12018
1927,3.12018
1928,3.12018
1929,3.12018
1930,3.12018
1931,3.12018
1932,3.12018
1933,3.12018
1934,3.12018
1935,3.12018
1936,3.12018
1937,3.12018
1938,3.12018
1939,3.12018
1940,3.12018
1941,3.12018
1942,3.12018
1943,3.12018
1944,3.12018
1945,3.12018
1946,3.12018
1947,3.12018
1948,3.12018
1949,3.12018
1950,3.12018
1951,3.12018
1952,3.12018
1953,3.12019
1954,3.12019
1955,3.12019
1956,3.12019
1957,3.12019
1958,3.12019
1959,3.12019
1960,3.12019
1961,3.12019
1962,3.12019
1963,3.12019
1964,3.12019
1965,3.12019
1966,3.12019
1967,3.12019
1968,3.12019
1969,3.12019
1970,3.12019
1971,3.12019
1972,3.12019
1973,3.12019
1974,3.12019
1975,3.12019
1976,3.12019
1977,3.12019
1978,3.12019
1979,3.12019
1980,3.12019
1981,3.12019
1982,3.12019
1983,3.12019
1984,3.12019
1985,3.12019
1986,3.12019
1987,3.12019
1988,3.12019
1989,3.12019
1990,3.12019
1991,3.12019
1992,3.12019
1993,3.12019
1994,3.12019
1995,3.12019
1996,3.12019
1997,3.12019
1998,3.12019
1999,3.12019
2000,3.12019
2001,3.12019
2002,3.12019
2003,3.12019
2004,3.12019
2005,3.12019
2006,3.12019
2007,3.12019
2008,3.12019
2009,3.12019
2010,3.12019
2011,3.12019
2012,3.12019
2013,3.12019
2014,3.12019
2015,3.12019
2016,3.12019
2017,3.12019
2018,3.12019
2019,3.12019
2020,3.12019
2021,3.12019
2022,3.12019
2023,3.12019
2024,3.12019
2025,3.12019
2026,3.12019
2027,3.12019
2028,3.12019
2029,3.12019
2030,3.12019
2031,3.12019
2032,3.12019
2033,3.12019
2034,3.12019
2035,3.12019
2036,3.12019
2037,3.12019
2038,3.12019
2039,3.12019
2040,3.12019
2041,3.1202
2042,3.1202
2043,3.1202
2044,3.1202
2045,3.1202
2046,3.1202
2047,3.1202
2048,3.1202
2049,3.1202
2050,3.1202
2051,3.1202
2052,3.1202
2053,3.1202
2054,3.1202
2055,3.1202
2056,3.1202
2057,3.1202
2058,3.1202
2059,3.1202
2060,3.1202
2061,3.1202
2062,3.1202
2063,3.1202
2064,3.1202
2065,3.1202
2066,3.1202
2067,3.1202
2068,3.1202
2069,3.1202
2070,3.1202
2071,3.1202
2072,3.1202
2073,3.1202
2074,3.1202
2075,3.1202
2076,3.1202
2077,3.1202
2078,3.1202
2079,3.1202
2080,3.1202
2081,3.1202
2082,3.1202
2083,3.1202
2084,3.1202
2085,3.1202
2086,3.1202
2087,3.1202
2088,3.1202
2089,3.1202
2090,3.1202
2091,3.1202
2092,3.1202
2093,3.1202
2094,3.1202
2095,3.12021
2096,3.12021
2097,3.12021
2098,3.12021
2099,3.12021
2100,3.12021
2101,3.12021
2102,3.12021
2103,3.12021
2104,3.12021
2105,3.12021
2106,3.12021
2107,3.12021
2108,3.12021
2109,3.12021
2110,3.12021
2111,3.12021
2112,3.12021
2113,3.12021
2114,3.12021
2115,3.12021
2116,3.12021
2117,3.12021
2118,3.12021
2119,3.12021
2120,3.12021
2121,3.12021
2122,3.12021
2123,3.12021
2124,3.12021
2125,3.12021
2126,3.12021
2127,3.12021
2128,3.12021
2129,3.12021
2130,3.12021
2131,3.12021
2132,3.12021
2133,3.12022
2134,3.12022
2135,3.12022
2136,3.12022
2137,3.12022
2138,3.12022
2139,3.12022
2140,3.12022
2141,3.12022
2142,3.12022
2143,3.12022
2144,3.12022
2145,3.12022
2146,3.12022
2147,3.12022
2148,3.12022
2149,3.12022
2150,3.12022
2151,3.12022
2152,3.12022
2153,3.12022
2154,3.12022
2155,3.12022
2156,3.12022
2157,3.12022
2158,3.12022
2159,3.12022
2160,3.12022
2161,3.12022
2162,3.12022
2163,3.12022
2164,3.12022
2165,3.12022
2166,3.12022
2167,3.12023
2168,3.12023
2169,3.12023
2170,3.12023
2171,3.12023
2172,3.12023
2173,3.12023
2174,3.12023
2175,3.12023
2176,3.12023
2177,3.12023
2178,3.12023
2179,3.12023
2180,3.12023
2181,3.12023
2182,3.12023
2183,3.12023
2184,3.12023
2185,3.12023
2186,3.12023
2187,3.12023
2188,3.12023
2189,3.12023
2190,3.12023
2191,3.12023
2192,3.12023
2193,3.12023
2194,3.12023
2195,3.12023
2196,3.12023
2197,3.12023
2198,3.12023
2199,3.12023
2200,3.12024
2201,3.12024
2202,3.12024
2203,3.12024
2204,3.12024
2205,3.12024
2206,3.12024
2207,3.12024
2208,3.12024
2209,3.12024
2210,3.12024
2211,3.12024
2212,3.12024
2213,3.12024
2214,3.12024
2215,3.12024
2216,3.12024
2217,3.12024
2218,3.12024
2219,3.12024
2220,3.12024
2221,3.12024
2222,3.12024
2223,3.12024
2224,3.12024
2225,3.12024
2226,3.12024
2227,3.12024
2228,3.12024
2229,3.12024
2230,3.12025
2231,3.12025
2232,3.12025
2233,3.12025
2234,3.12025
2235,3.12025
2236,3.12025
2237,3.12025
2238,3.12025
2239,3.12025
2240,3.12025
2241,3.12025
2242,3.12025
2243,3.12025
2244,3.12025
2245,3.12025
2246,3.12025
2247,3.12025
2248,3.12025
2249,3.12025
2250,3.12025
2251,3.12025
2252,3.12025
2253,3.12025
2254,3.12025
2255,3.12025
2256,3.12025
2257,3.12025
2258,3.12025
2259,3.12026
2260,3.12026
2261,3.12026
2262,3.12026
2263,3.12026
2264,3.12026
2265,3.12026
2266,3.12026
2267,3.12026
2268,3.12026
2269,3.12026
2270,3.12026
2271,3.12026
2272,3.12026
2273,3.12026
2274,3.12026
2275,3.12026
2276,3.12026
2277,3.12026
2278,3.12026
2279,3.12026
2280,3.12026
2281,3.12026
2282,3.12026
2283,3.12026
2284,3.12026
2285,3.12027
2286,3.12027
2287,3.12027
2288,3.12027
2289,3.12027
2290,3.12027
2291,3.12027
2292,3.12027
2293,3.12027
2294,3.12027
2295,3.12027
2296,3.12027
2297,3.12027
2298,3.12027
2299,3.12027
2300,3.12027
2301,3.12027
2302,3.12027
2303,3.12027
2304,3.12027
2305,3.12027
2306,3.12027
2307,3.12027
2308,3.12028
2309,3.12028
2310,3.12028
2311,3.12028
2312,3.12028
2313,3.12028
2314,3.12028
2315,3.12028
2316,3.12028
2317,3.12028
2318,3.12028
2319,3.12028
2320,3.12028
2321,3.12028
2322,3.12028
2323,3.12028
2324,3.12028
2325,3.12028
2326,3.12028
2327,3.12028
2328,3.12028
2329,3.12028
2330,3.12028
2331,3.12028
2332,3.12029
2333,3.12029
2334,3.12029
2335,3.12029
2336,3.12029
2337,3.12029
2338,3.12029
2339,3.12029
2340,3.12029
2341,3.12029
2342,3.12029
2343,3.12029
2344,3.12029
2345,3.12029
2346,3.12029
2347,3.12029
2348,3.12029
2349,3.12029
2350,3.12029
2351,3.12029
2352,3.12029
2353,3.1203
2354,3.1203
2355,3.1203
2356,3.1203
2357,3.1203
2358,3.1203
2359,3.1203
2360,3.1203
2361,3.1203
2362,3.1203
2363,3.1203
2364,3.1203
2365,3.1203
2366,3.1203
2367,3.1203
2368,3.1203
2369,3.1203
2370,3.1203
2371,3.1203
2372,3.1203
2373,3.1203
2374,3.12031
2375,3.12031
2376,3.12031
2377,3.12031
2378,3.12031
2379,3.12031
2380,3.12031
2381,3.12031
2382,3.12031
2383,3.12031
2384,3.12031
2385,3.12031
2386,3.12031
2387,3.12031
2388,3.12031
2389,3.12031
2390,3.12031
2391,3.12031
2392,3.12031
2393,3.12031
2394,3.12032
2395,3.12032
2396,3.12032
2397,3.12032
2398,3.12032
2399,3.12032
2400,3.12032
2401,3.12032
2402,3.12032
2403,3.12032
2404,3.12032
2405,3.12032
2406,3.12032
2407,3.12032
2408,3.12032
2409,3.12032
2410,3.12033
2411,3.12033
2412,3.12033
2413,3.12033
2414,3.12033
2415,3.12033
2416,3.12033
2417,3.12033
2418,3.12033
2419,3.12033
2420,3.12034
2421,3.12034
2422,3.12034
2423,3.12034
2424,3.12034
2425,3.12034
2426,3.12034
2427,3.12034
2428,3.12034
2429,3.12034
2430,3.12034
2431,3.12034
2432,3.12034
2433,3.12034
2434,3.12034
2435,3.12034
2436,3.12034
2437,3.12034
2438,3.12035
2439,3.12035
2440,3.12035
2441,3.12035
2442,3.12035
2443,3.12035
2444,3.12035
2445,3.12035
2446,3.12035
2447,3.12035
2448,3.12035
2449,3.12035
2450,3.12035
2451,3.12035
2452,3.12035
2453,3.12035
2454,3.12035
2455,3.12036
2456,3.12036
2457,3.12036
2458,3.12036
2459,3.12036
2460,3.12036
2461,3.12036
2462,3.12036
2463,3.12036
2464,3.12036
2465,3.12036
2466,3.12036
2467,3.12036
2468,3.12036
2469,3.12037
2470,3.12037
2471,3.12037
2472,3.12037
2473,3.12037
2474,3.12037
2475,3.12037
2476,3.12037
2477,3.12037
2478,3.12038
2479,3.12038
2480,3.12038
2481,3.12038
2482,3.12038
2483,3.12039
2484,3.12039
2485,3.12039
2486,3.12039
2487,3.12039
2488,3.1204
2489,3.1204
2490,3.1204
2491,3.1204
2492,3.12041
2493,3.12041
2494,3.12041
2495,3.12041
2496,3.12042
2497,3.12042
2498,3.12042
2499,3.12043
2500,3.12043
2501,3.12043
2502,3.12044
2503,3.12044
2504,3.12044
2505,3.12045
2506,3.12045
2507,3.12046
2508,3.12046
2509,3.12047
2510,3.12047
2511,3.12048
2512,3.12048
2513,3.12048
2514,3.12049
2515,3.12049
2516,3.1205
2517,3.12051
2518,3.12051
2519,3.12052
2520,3.12053
2521,3.12053
2522,3.12054
2523,3.12055
2524,3.12055
2525,3.12056
2526,3.12056
2527,3.12057
2528,3.12058
2529,3.12058
2530,3.12059
2531,3.1206
2532,3.12062
2533,3.12062
2534,3.12063
2535,3.12064
2536,3.12065
2537,3.12066
2538,3.12067
2539,3.12067
2540,3.12069
2541,3.12069
2542,3.1207
2543,3.12071
2544,3.12072
2545,3.12073
2546,3.12075
2547,3.12075
2548,3.12077
2549,3.12077
2550,3.12079
2551,3.1208
2552,3.12081
2553,3.12082
2554,3.12083
2555,3.12084
2556,3.12085
2557,3.12087
2558,3.12088
2559,3.12089
2560,3.1209
2561,3.12091
2562,3.12093
2563,3.12095
2564,3.12097
2565,3.12097
2566,3.12099
2567,3.12101
2568,3.12102
2569,3.12104
2570,3.12105
2571,3.12106
2572,3.12108
2573,3.12109
2574,3.12111
2575,3.12112
2576,3.12115
2577,3.12117
2578,3.12118
2579,3.1212
2580,3.12121
2581,3.12122
2582,3.12125
2583,3.12126
2584,3.12128
2585,3.12129
2586,3.12132
2587,3.12134
2588,3.12135
2589,3.12138
2590,3.12139
2591,3.12141
2592,3.12144
2593,3.12145
2594,3.12148
2595,3.12149
2596,3.12152
2597,3.12153
2598,3.12156
2599,3.12157
2600,3.12159
2601,3.12161
2602,3.12163
2603,3.12165
2604,3.12167
2605,3.12168
2606,3.12171
2607,3.12173
2608,3.12175
2609,3.12177
2610,3.1218
2611,3.12181
2612,3.12184
2613,3.12186
2614,3.12189
2615,3.1219
2616,3.12193
2617,3.12195
2618,3.12198
2619,3.122
2620,3.12203
2621,3.12204
2622,3.12206
2623,3.12209
2624,3.12211
2625,3.12214
2626,3.12217
2627,3.12219
2628,3.12221
2629,3.12224
2630,3.12226
2631,3.12229
2632,3.12231
2633,3.12234
2634,3.12238
2635,3.12239
2636,3.12243
2637,3.12244
2638,3.12246
2639,3.1225
2640,3.12253
2641,3.12255
2642,3.12258
2643,3.1226
2644,3.12264
2645,3.12267
2646,3.12271
2647,3.12275
2648,3.12278
2649,3.1228
2650,3.12284
2651,3.12288
2652,3.12289
2653,3.12293
2654,3.12295
2655,3.12297
2656,3.12301
2657,3.12302
2658,3.12306
2659,3.12308
2660,3.12312
2661,3.12314
2662,3.12318
2663,3.12321
2664,3.12323
2665,3.12327
2666,3.12329
2667,3.12333
2668,3.12335
2669,3.12337
2670,3.12341
2671,3.12343
2672,3.12346
2673,3.12348
2674,3.12352
2675,3.12356
2676,3.12358
2677,3.12362
2678,3.12364
2679,3.12368
2680,3.1237
2681,3.12374
2682,3.12378
2683,3.1238
2684,3.12384
2685,3.12385
2686,3.12387
2687,3.12391
2688,3.12395
2689,3.12397
2690,3.12401
2691,3.12405
2692,3.12407
2693,3.12411
2694,3.12413
2695,3.12417
2696,3.12419
2697,3.12423
2698,3.12425
2699,3.12429
2700,3.12431
2701,3.12434
2702,3.12436
2703,3.1244
2704,3.12444
2705,3.12446
2706,3.1245
2707,3.12452
2708,3.12456
2709,3.12458
2710,3.12462
2711,3.12463
2712,3.12467
2713,3.12469
2714,3.12471
2715,3.12475
2716,3.12477
2717,3.12481
2718,3.12482
2719,3.12486
2720,3.1249
2721,3.12492
2722,3.12496
2723,3.12497
2724,3.12501
2725,3.12503
2726,3.12505
2727,3.12509
2728,3.1251
2729,3.12514
2730,3.12516
2731,3.12519
2732,3.12521
2733,3.12525
2734,3.12528
2735,3.1253
2736,3.12534
2737,3.12536
2738,3.12539
2739,3.12543
2740,3.12544
2741,3.12546
2742,3.1255
2743,3.12551
2744,3.12555
2745,3.12558
2746,3.1256
2747,3.12563
2748,3.12566
2749,3.12568
2750,3.1257
2751,3.12573
2752,3.12575
2753,3.12578
2754,3.12581
2755,3.12583
2756,3.12586
2757,3.12587
2758,3.12589
2759,3.12592
2760,3.12595
2761,3.12597
2762,3.126
2763,3.12603
2764,3.12604
2765,3.12606
2766,3.12609
2767,3.1261
2768,3.12613
2769,3.12615
2770,3.12616
2771,3.12619
2772,3.12622
2773,3.12623
2774,3.12626
2775,3.12627
2776,3.1263
2777,3.12631
2778,3.12634
2779,3.12635
2780,3.12637
2781,3.12638
2782,3.12641
2783,3.12643
2784,3.12644
2785,3.12646
2786,3.12648
2787,3.12649
2788,3.12652
2789,3.12653
2790,3.12654
2791,3.12657
2792,3.12659
2793,3.1266
2794,3.12662
2795,3.12664
2796,3.12665
2797,3.12667
2798,3.12668
2799,3.1267
2800,3.12671
2801,3.12673
2802,3.12674
2803,3.12676
2804,3.12678
2805,3.12679
2806,3.1268
2807,3.12682
2808,3.12683
2809,3.12685
2810,3.12686
2811,3.12688
2812,3.12689
2813,3.12691
2814,3.12693
2815,3.12693
2816,3.12695
2817,3.12696
2818,3.12698
2819,3.12698
2820,3.127
2821,3.12701
2822,3.12702
2823,3.12703
2824,3.12704
2825,3.12705
2826,3.12707
2827,3.12708
2828,3.12709
2829,3.1271
2830,3.12711
2831,3.12711
2832,3.12713
2833,3.12714
2834,3.12714
2835,3.12716
2836,3.12716
2837,3.12717
2838,3.12718
2839,3.12719
2840,3.12719
2841,3.1272
2842,3.12721
2843,3.12721
2844,3.12722
2845,3.12723
2846,3.12724
2847,3.12725
2848,3.12725
2849,3.12726
2850,3.12726
2851,3.12727
2852,3.12728
2853,3.12728
2854,3.12729
2855,3.12729
2856,3.1273
2857,3.1273
2858,3.12731
2859,3.12731
2860,3.12732
2861,3.12732
2862,3.12732
2863,3.12733
2864,3.12733
2865,3.12734
2866,3.12734
2867,3.12734
2868,3.12734
2869,3.12735
2870,3.12735
2871,3.12735
2872,3.12735
2873,3.12735
2874,3.12736
2875,3.12736
2876,3.12736
2877,3.12736
2878,3.12736
2879,3.12736
2880,3.12736
2881,3.12737
2882,3.12737
2883,3.12737
2884,3.12737
2885,3.12737
2886,3.12737
2887,3.12737
2888,3.12737
2889,3.12738
2890,3.12738
2891,3.12738
2892,3.12738
2893,3.12738
2894,3.12738
2895,3.12738
2896,3.12738
2897,3.12738
2898,3.12738
2899,3.12738
2900,3.12738
2901,3.12738
2902,3.12738
2903,3.12738
2904,3.12738
2905,3.12739
2906,3.12739
2907,3.12739
2908,3.12739
2909,3.12739
2910,3.12739
2911,3.12739
2912,3.12739
2913,3.12739
2914,3.12739
2915,3.12739
2916,3.12739
2917,3.12739
2918,3.12739
2919,3.12739
2920,3.12739
2921,3.12739
2922,3.1274
2923,3.1274
2924,3.1274
2925,3.1274
2926,3.1274
2927,3.1274
2928,3.1274
2929,3.1274
2930,3.1274
2931,3.1274
2932,3.1274
2933,3.1274
2934,3.1274
2935,3.1274
2936,3.1274
2937,3.1274
2938,3.1274
2939,3.12741
2940,3.12741
2941,3.12741
2942,3.12741
2943,3.12741
2944,3.12741
2945,3.12741
2946,3.12741
2947,3.12741
2948,3.12741
2949,3.12741
2950,3.12741
2951,3.12741
2952,3.12741
2953,3.12741
2954,3.12741
2955,3.12742
2956,3.12742
2957,3.12742
2958,3.12742
2959,3.12742
2960,3.12742
2961,3.12742
2962,3.12742
2963,3.12742
2964,3.12742
2965,3.12743
2966,3.12743
2967,3.12743
2968,3.12743
2969,3.12743
2970,3.12743
2971,3.12743
2972,3.12744
2973,3.12744
2974,3.12744
2975,3.12744
2976,3.12744
2977,3.12745
2978,3.12745
2979,3.12745
2980,3.12745
2981,3.12745
2982,3.12746
2983,3.12746
2984,3.12746
2985,3.12746
2986,3.12747
2987,3.12747
2988,3.12747
2989,3.12747
2990,3.12748
2991,3.12748
2992,3.12748
2993,3.12749
2994,3.12749
2995,3.12749
2996,3.1275
2997,3.1275
2998,3.1275
2999,3.12751
3000,3.12751
3001,3.12752
3002,3.12752
3003,3.1301
3004,3.1325
3005,3.1351
3006,3.13431
3007,3.13375
3008,3.13586
3009,3.13846
3010,3.1412
3011,3.14055
3012,3.13967
3013,3.1406
3014,3.14392
3015,3.14566
3016,3.14592
3017,3.14413
3018,3.1446
3019,3.14794
3020,3.15082
3021,3.15056
3022,3.15082
3023,3.15224
3024,3.15376
3025,3.15489
3026,3.15453
3027,3.15554
3028,3.15901
3029,3.16041
3030,3.1612
3031,3.16088
3032,3.16135
3033,3.16343
3034,3.16478
3035,3.16654
3036,3.16686
3037,3.16712
3038,3.16859
3039,3.17087
3040,3.17175
3041,3.17234
3042,3.17321
3043,3.17366
3044,3.17506
3045,3.1768
3046,3.17806
3047,3.17852
3048,3.17958
3049,3.18029
3050,3.18162
3051,3.18213
3052,3.18261
3053,3.18379
3054,3.1845
3055,3.18572
3056,3.18617
3057,3.18715
3058,3.1884
3059,3.18905
3060,3.19008
3061,3.19046
3062,3.19088
3063,3.19208
3064,3.19343
3065,3.19395
3066,3.19474
3067,3.19508
3068,3.1955
3069,3.19664
3070,3.19728
3071,3.1982
3072,3.19882
3073,3.19915
3074,3.19958
3075,3.2006
3076,3.2011
3077,3.20183
3078,3.20208
3079,3.20237
3080,3.20328
3081,3.20384
3082,3.20462
3083,3.20507
3084,3.20529
3085,3.20601
3086,3.2065
3087,3.20692
3088,3.20741
3089,3.20771
3090,3.20795
3091,3.20863
3092,3.20928
3093,3.20949
3094,3.20987
3095,3.21009
3096,3.21056
3097,3.21078
3098,3.21114
3099,3.21127
3100,3.21142
3101,3.21178
3102,3.21213
3103,3.21226
3104,3.21246
3105,3.21266
3106,3.21285
3107,3.21292
3108,3.21297
3109,3.21306
3110,3.2131
3111,3.21312
3112,3.21315
3113,3.21315
3114,3.21313
3115,3.21313
3116,3.21311
3117,3.21301
3118,3.21285
3119,3.21277
3120,3.21263
3121,3.21256
3122,3.21236
3123,3.21221
3124,3.21192
3125,3.21167
3126,3.21153
3127,3.21118
3128,3.21096
3129,3.21056
3130,3.21038
3131,3.20997
3132,3.20971
3133,3.20918
3134,3.2087
3135,3.20845
3136,3.20817
3137,3.20754
3138,3.20688
3139,3.20656
3140,3.20598
3141,3.20542
3142,3.2051
3143,3.20436
3144,3.20397
3145,3.20329
3146,3.20303
3147,3.20239
3148,3.20148
3149,3.20098
3150,3.20025
3151,3.20004
3152,3.19942
3153,3.19897
3154,3.19843
3155,3.19752
3156,3.1972
3157,3.19647
3158,3.19544
3159,3.19429
3160,3.19381
3161,3.19303
3162,3.19267
3163,3.19172
3164,3.19052
3165,3.18992
3166,3.189
3167,3.18868
3168,3.18831
3169,3.18725
3170,3.18595
3171,3.18531
3172,3.18436
3173,3.18404
3174,3.18314
3175,3.18186
3176,3.18112
3177,3.17999
3178,3.17965
3179,3.17876
3180,3.17815
3181,3.17678
3182,3.17612
3183,3.175
3184,3.17451
3185,3.17336
3186,3.17266
3187,3.17131
3188,3.17073
3189,3.16953
3190,3.16818
3191,3.16749
3192,3.16613
3193,3.16477
3194,3.16406
3195,3.16255
3196,3.16177
3197,3.161
3198,3.15942
3199,3.15779
3200,3.15611
3201,3.15525
3202,3.15348
3203,3.15256
3204,3.15069
3205,3.14973
3206,3.14875
3207,3.14673
3208,3.14569
3209,3.14356
3210,3.14247
3211,3.14026
3212,3.13799
3213,3.13684
3214,3.1345
3215,3.13332
3216,3.13213
3217,3.12971
3218,3.12848
3219,3.126
3220,3.12474
3221,3.1222
3222,3.11962
3223,3.11833
3224,3.11571
3225,3.11438
3226,3.11171
3227,3.11035
3228,3.10763
3229,3.10488
3230,3.10351
3231,3.10071
3232,3.09928
3233,3.09639
3234,3.09492
3235,3.09344
3236,3.09036
3237,3.08878
3238,3.08553
3239,3.08386
3240,3.08218
3241,3.07864
3242,3.07491
3243,3.07303
3244,3.06907
3245,3.06692
3246,3.0625
3247,3.06018
3248,3.05529
3249,3.0527
3250,3.04754
3251,3.045
3252,3.03985
3253,3.03722
3254,3.03204
3255,3.02951
3256,3.02445
3257,3.01934
3258,3.01678
3259,3.01174
3260,3.00926
3261,3.00426
3262,3.00172
3263,2.9967
3264,2.99425
3265,2.98934
3266,2.98685
3267,2.98191
3268,2.97947
3269,2.97464
3270,2.97222
3271,2.96738
3272,2.96259
3273,2.96022
3274,2.95552
3275,2.95316
3276,2.94849
3277,2.94618
3278,2.94161
3279,2.93932
3280,2.93476
3281,2.9325
3282,2.92806
3283,2.92369
3284,2.92151
3285,2.91715
3286,2.91497
3287,2.91071
3288,2.90864
3289,2.9045
3290,2.90239
3291,2.89827
3292,2.89432
3293,2.89241
3294,2.88847
3295,2.88638
3296,2.88234
3297,2.88047
3298,2.87866
3299,2.8726
3300,2.87062
3301,2.86879
3302,2.86521
3303,2.86332
3304,2.85955
3305,2.85775
3306,2.85435
3307,2.85109
3308,2.84943
3309,2.84623
3310,2.84471
3311,2.84324
3312,2.84036
3313,2.83756
3314,2.83621
3315,2.83366
3316,2.83247
3317,2.83012
3318,2.82896
3319,2.82676
3320,2.82572
3321,2.8237
3322,2.82271
3323,2.82082
3324,2.81994
3325,2.81825
3326,2.81743
3327,2.81589
3328,2.81447
3329,2.8138
3330,2.81254
3331,2.81195
3332,2.81086
3333,2.81037
3334,2.80945
3335,2.80904
3336,2.80829
3337,2.80796
3338,2.80739
3339,2.80692
3340,2.80672
3341,2.80642
3342,2.80631
3343,2.80616
3344,2.80611
3345,2.80608
3346,2.80609
3347,2.80618
3348,2.80635
3349,2.80647
3350,2.8068
3351,2.807
3352,2.80747
3353,2.80774
3354,2.80836
3355,2.80911
3356,2.80952
3357,2.81041
3358,2.81089
3359,2.81191
3360,2.81247
3361,2.81364
3362,2.81426
3363,2.81558
3364,2.81628
3365,2.81776
3366,2.81852
3367,2.82013
3368,2.82098
3369,2.82276
3370,2.82466
3371,2.82565
3372,2.82769
3373,2.82874
3374,2.83094
3375,2.83208
3376,2.83325
3377,2.83564
3378,2.83688
3379,2.8421
3380,2.8491
3381,2.85675
3382,2.86335
3383,2.87029
3384,2.87398
3385,2.87588
3386,2.88456
3387,2.89153
3388,2.89608
3389,2.90172
3390,2.90802
3391,2.91429
3392,2.92058
3393,2.927
3394,2.93361
3395,2.93697
3396,2.94732
3397,2.95442
3398,2.96156
3399,2.96521
3400,2.97278
3401,2.98457
3402,2.98851
3403,2.99654
3404,3.00065
3405,3.00882
3406,3.01286
3407,3.0169
3408,3.02517
3409,3.0294
3410,3.03775
3411,3.04185
3412,3.0502
3413,3.05451
3414,3.06311
3415,3.06735
3416,3.07587
3417,3.08457
3418,3.08896
3419,3.09769
3420,3.10203
3421,3.1108
3422,3.11528
3423,3.12422
3424,3.12863
3425,3.1375
3426,3.142
3427,3.15102
3428,3.15552
3429,3.1645
3430,3.16899
3431,3.17349
3432,3.1825
3433,3.187
3434,3.19596
3435,3.20492
3436,3.21399
3437,3.21867
3438,3.22771
3439,3.23203
3440,3.24074
3441,3.24523
3442,3.25423
3443,3.25868
3444,3.26309
3445,3.27197
3446,3.2809
3447,3.28533
3448,3.28973
3449,3.29847
3450,3.30722
3451,3.3116
3452,3.32031
3453,3.32895
3454,3.33325
3455,3.34186
3456,3.34617
3457,3.35472
3458,3.35895
3459,3.36741
3460,3.37164
3461,3.38005
3462,3.38421
3463,3.39249
3464,3.39662
3465,3.40483
3466,3.41295
3467,3.41699
3468,3.42502
3469,3.42901
3470,3.43298
3471,3.44086
3472,3.44478
3473,3.45254
3474,3.4564
3475,3.46405
3476,3.46785
3477,3.47537
3478,3.47911
3479,3.48652
3480,3.49018
3481,3.49745
3482,3.50462
3483,3.50817
3484,3.5152
3485,3.51868
3486,3.52557
3487,3.52897
3488,3.53569
3489,3.53903
3490,3.54561
3491,3.54886
3492,3.55527
3493,3.55844
3494,3.5647
3495,3.5678
3496,3.5739
3497,3.57691
3498,3.57989
3499,3.58578
3500,3.58868
3501,3.59439
3502,3.59998
3503,3.60273
3504,3.60815
3505,3.61083
3506,3.61607
3507,3.61863
3508,3.62367
3509,3.62616
3510,3.63104
3511,3.63579
3512,3.63811
3513,3.64268
3514,3.64493
3515,3.64933
3516,3.65147
3517,3.65563
3518,3.65766
3519,3.66157
3520,3.66346
3521,3.66709
3522,3.67057
3523,3.67389
3524,3.67548
3525,3.67853
3526,3.68001
3527,3.68284
3528,3.68421
3529,3.68681
3530,3.68805
3531,3.68925
3532,3.69155
3533,3.69264
3534,3.69469
3535,3.69657
3536,3.69746
3537,3.69911
3538,3.69989
3539,3.7013
3540,3.70195
3541,3.70255
3542,3.70365
3543,3.70414
3544,3.70499
3545,3.70534
3546,3.70594
3547,3.70619
3548,3.70655
3549,3.70666
3550,3.70676
3551,3.70672
3552,3.70652
3553,3.70614
3554,3.70559
3555,3.70526
3556,3.70447
3557,3.704
3558,3.70293
3559,3.70233
3560,3.7017
3561,3.7003
3562,3.69954
3563,3.6979
3564,3.69611
3565,3.69515
3566,3.6931
3567,3.69201
3568,3.68972
3569,3.68852
3570,3.686
3571,3.68467
3572,3.68189
3573,3.68045
3574,3.67744
3575,3.67588
3576,3.67262
3577,3.67093
3578,3.66743
3579,3.66377
3580,3.66188
3581,3.65996
3582,3.65597
3583,3.65392
3584,3.6497
3585,3.64754
3586,3.64309
3587,3.64081
3588,3.63612
3589,3.63372
3590,3.63129
3591,3.62634
3592,3.62381
3593,3.61866
3594,3.61602
3595,3.61335
3596,3.60792
3597,3.60516
3598,3.60226
3599,3.5964
3600,3.59058
3601,3.58764
3602,3.58465
3603,3.57846
3604,3.5753
3605,3.5689
3606,3.56566
3607,3.55906
3608,3.5523
3609,3.54887
3610,3.5419
3611,3.53833
3612,3.53106
3613,3.52735
3614,3.52361
3615,3.51982
3616,3.51211
3617,3.5082
3618,3.50427
3619,3.49628
3620,3.48814
3621,3.47986
3622,3.47566
3623,3.46708
3624,3.45827
3625,3.4538
